Optimum Control ID,OC Description,SalesGroup,Combined Label,Red,Yellow,Green,GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-56868,FLX|BPD|Adobo Tofu veggie +2,GV - FLEX BC,Green,False,False,True,809.5319007,5.958459389,2.016019446,205.22,1681.18,120.83,0.89,30.63,250.92,0.3
R-47210,FLX|BPD|Banh Mi Tofu,SPECIALS,Green,False,False,True,555.4541307,1.923733832,1.460999961,6.56,184.27,152.18,0.53,1.8,50.48,0.4
R-45119,FLX|BPD|Beet Wellington,FOOD,Green,False,False,True,412.3698019,2.555931245,1.00758344,37.98,1846.09,116.82,0.72,10.76,522.97,0.29
R-57232,FLX|BPD|Beet Wellington|+1,FOOD,Green,False,False,True,460.7956487,3.614250104,1.068642917,39.4,1851.44,99.52,0.78,8.51,399.88,0.23
R-57234,FLX|BPD|Beet Wellington|+2,FOOD,Green,False,False,True,412.3698019,2.555931245,1.00758344,37.98,1846.09,116.82,0.72,10.76,522.97,0.29
R-57198,FLX|BPD|Chowder clam,GV - FLEX BC,Red,True,False,False,1291.447795,8.64441986,1.460126908,47.19,5513.11,531.46,3.56,19.42,2268.77,0.6
R-57400,FLX|BPD|Chowder clam|+1,GV - FLEX BC,Red,True,False,False,1634.001391,13.37352555,1.460126908,144.34,6204.43,462.89,3.79,40.89,1757.63,0.41
R-57401,FLX|BPD|Chowder clam|+2,GV - FLEX BC,Yellow,False,True,False,1976.554986,18.10263123,1.460126908,241.48,6895.76,426.9,3.91,52.16,1489.37,0.32
R-57374,FLX|BPD|Crispy potato,FOOD,Green,False,False,True,10.40129592,0.00619898,0.028469388,0.02,0.2,8.32,0,0.02,0.16,0.02
R-44636,FLX|BPD|Fried Scallion Rice,GV FLEX BAO,Green,False,False,True,333.9492909,0.583838838,0.255130544,113.63,334.89,156.78,0.27,53.35,157.23,0.12
R-57195,FLX|BPD|Grilled tempeh|add,FOOD,Green,False,False,True,182.6818125,0.55425,0.47716875,0.63,3.11,243.58,0.74,0.84,4.15,0.64
R-57362,FLX|BPD|laksa ADD SIDE,FOOD,Green,False,False,True,157.3666266,2.164182355,0.483338435,16.88,701.83,65.57,0.9,7.03,292.43,0.2
R-57219,FLX|BPD|Lettuce wrap Tofu|+1,GV - FLEX BC,Green,False,False,True,407.5194288,1.531407262,0.825546308,69.53,3052.19,154.83,0.58,26.42,1159.65,0.31
R-57220,FLX|BPD|Lettuce wrap Tofu|+2,GV - FLEX BC,Green,False,False,True,901.4371238,1.811701854,0.942210063,152.79,3296.54,241.54,0.49,40.94,883.32,0.25
R-57215,FLX|BPD|Ltc wrap Chicken|+1,SPECIALS,Red,True,False,False,992.7092054,18.94660504,2.32304274,186.52,8490.96,377.17,7.2,70.87,3226.05,0.88
R-57216,FLX|BPD|Ltc wrap Chicken|+2,SPECIALS,Red,True,False,False,1486.6269,19.22689963,2.439706495,269.78,8735.31,398.35,5.15,72.29,2340.65,0.65
R-57197,FLX|BPD|Perogies| +2,GV FLEX GLOBAL BOWL,Red,True,False,False,1893.959729,21.44784642,1.697552828,277.63,11807.06,361.26,4.09,52.96,2252.14,0.32
R-57196,FLX|BPD|Root vegetales,FOOD,Green,False,False,True,147.8351177,3.241926714,0.214879049,6.39,124.34,123.2,2.7,5.32,103.62,0.18
R-57208,FLX|BPD|squash stew one pot,GV - FLEX BC,Green,False,False,True,497.0147371,4.871312464,0.816431464,46.16,2234.41,163.16,1.6,15.15,733.5,0.27
R-57211,FLX|BPD|squash stew one pot|+1,GV - FLEX BC,Green,False,False,True,567.2999603,5.894976506,0.816431464,46.78,2254.39,131.28,1.36,10.83,521.7,0.19
R-57212,FLX|BPD|squash stew one pot|+2,GV - FLEX BC,Green,False,False,True,637.5851834,6.918640548,0.816431464,47.4,2274.37,113.93,1.24,8.47,406.41,0.15
R-62413,FLX|Broccoli and cauliflower,GV - FLEX BC,Green,False,False,True,39.02167154,0.496383395,0.142156685,3.35,152.81,130.07,1.65,11.17,509.37,0.47
R-64093,FLX|Brown Rice ,GV - FLEX BC,Green,False,False,True,199.0979485,0.433876267,0.22850231,113.52,333.59,110.61,0.24,63.07,185.33,0.13
R-62385,FLX|Brown Rice pilaf,GV - FLEX BC,Green,False,False,True,199.0979485,0.433876267,0.22850231,113.52,333.59,110.61,0.24,63.07,185.33,0.13
R-62373,FLX|Brussel sprout roasted ,GV - FLEX BC,Green,False,False,True,192.8083597,1.633848739,0.754983361,11.27,511.7,137.72,1.17,8.05,365.5,0.54
R-56775,FLX|Butter chicken +1|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,2053.512063,20.04378287,3.431269342,205.96,5730.09,435.99,4.26,43.73,1216.58,0.73
R-56776,FLX|Butter chicken +2,GV FLEX GLOBAL BOWL,Red,True,False,False,2761.858372,27.38481639,4.322240056,324.79,11790.58,469.7,4.66,55.24,2005.2,0.74
R-44376,FLX|Butter Chicken|275g,GV FLEX GLOBAL BOWL,Red,True,False,False,2048.61339,20.15168186,3.425694547,207.05,5762.78,438.68,4.32,44.34,1234,0.73
R-57264,FLX|Butter tofu +1|AAD,GV FLEX GLOBAL BOWL,Yellow,False,True,False,889.3747378,3.57327015,1.208628548,148.16,2824.75,279.68,1.12,46.59,888.29,0.38
R-57265,FLX|Butter tofu +2,GV FLEX GLOBAL BOWL,Yellow,False,True,False,2391.264966,14.51912491,3.297169643,283.38,11766.17,406.68,2.47,48.19,2001.05,0.56
R-57262,FLX|Butter Tofu 275g,GV FLEX GLOBAL BOWL,Yellow,False,True,False,1676.880533,7.274539007,2.396237404,165.25,5727.22,359.08,1.56,35.39,1226.39,0.51
R-47464,FLX|Cabbage Roll Pomme Anna,GV-FLEX PLANT FORWARD,Green,False,False,True,645.9186379,7.745193347,0.0,57.72,2788.49,131.82,1.58,11.78,569.08,0
R-47104,FLX|Cabbage roll savoy,GV-FLEX PLANT FORWARD,Green,False,False,True,183.9198695,2.348770011,0.593955142,14.46,682.5,108.19,1.38,8.51,401.47,0.35
R-62375,FLX|Caesar salad,GV - FLEX BC,Green,False,False,True,155.8434661,1.536571147,0.589281867,11.28,519.94,119.88,1.18,8.68,399.95,0.45
R-51254,FLX|Carrot Noodle|PF,GV-FLEX PLANT FORWARD,Green,False,False,True,62.9882098,0.97101643,0.153142268,2.56,104.94,59.42,0.92,2.42,99,0.14
R-62411,FLX|Carrots and maple,GV - FLEX BC,Green,False,False,True,127.174777,1.80186065,0.263722862,2.42,9.78,90.84,1.29,1.73,6.99,0.19
R-57392,FLX|Carrots|parsley + butter,GV - FLEX BC,Green,False,False,True,176.2985501,2.126675309,0.148956201,12.72,584.81,135.61,1.64,9.78,449.85,0.11
R-57228,FLX|Cassolet ham 250g,GV - FLEX BC,Yellow,False,True,False,645.48128,7.16619898,1.870349132,89.97,2856.02,217.07,2.41,30.26,960.45,0.63
R-57229,FLX|Cassolet ham|+1,GV - FLEX BC,Yellow,False,True,False,940.8957905,9.309295506,2.30101681,100.29,4053.21,212.7,2.1,22.67,916.26,0.52
R-57230,FLX|Cassolet ham|+2,GV - FLEX BC,Yellow,False,True,False,1164.325017,10.97493219,2.631113385,107.79,4912.31,205.22,1.93,19,865.81,0.46
R-53245,FLX|Cassolet veg 250g,GV - FLEX BC,Green,False,False,True,405.6269567,2.343861914,1.450364923,13.3,526.87,129.86,0.75,4.26,168.67,0.46
R-57222,FLX|Cassolet veg|+1,GV - FLEX BC,Green,False,False,True,665.0488251,4.248228521,1.83074705,22.21,1555.02,148.66,0.95,4.96,347.6,0.41
R-57223,FLX|Cassolet veg|+2,GV - FLEX BC,Green,False,False,True,924.4706935,6.152595128,2.211129176,31.11,2583.17,158.74,1.06,5.34,443.57,0.38
R-61981,FLX|Cauliflower fritters| +1,GV - FLEX BC,Green,False,False,True,452.359271,3.439493645,1.486955486,39.01,1329.5,116.81,0.89,10.07,343.32,0.38
R-61980,FLX|Cauliflower fritters| +2,GV - FLEX BC,Green,False,False,True,558.3075255,4.647804604,1.710552389,41.94,1448.18,100.19,0.83,7.53,259.88,0.31
R-47105,FLX|Cauliflower gratin|PF ,GV - FLEX BC,Green,False,False,True,249.6839718,1.490508433,0.889120786,11.26,531.84,110.97,0.66,5,236.37,0.4
R-61924,FLX|cauliflower steak 150g,GV - FLEX BC,Green,False,False,True,316.8503061,1.508709542,1.254656051,17.54,914.34,158.43,0.75,8.77,457.17,0.63
R-61923,FLX|cauliflower steak| +1,GV - FLEX BC,Green,False,False,True,447.0981814,2.717850952,1.688182851,32.75,1185.57,129.59,0.79,9.49,343.64,0.49
R-61922,FLX|Cauliflower steak| +2,GV - FLEX BC,Green,False,False,True,577.3460566,3.926992362,2.121709652,47.96,1456.81,117.83,0.8,9.79,297.31,0.43
R-56856,FLX|Chicken Pot Pie +1,GV FLEX GLOBAL BOWL,Yellow,False,True,False,818.5897591,11.55613022,1.802018033,72.27,2667.67,197.25,2.78,17.41,642.81,0.43
R-56857,FLX|Chicken Pot Pie +2,GV FLEX GLOBAL BOWL,Green,False,False,True,869.7656632,12.37134541,1.93271006,74.69,2745.3,172.23,2.45,14.79,543.62,0.38
R-45059,FLX|Chicken Soba Noodle,GV - FLEX ASIAN NOODLE,Yellow,False,True,False,878.4559129,17.35875443,2.57398757,89.33,1366.03,234.25,4.63,23.82,364.27,0.69
R-61948,FLX|Chicken Souvlaki|PLATE,FT HOMESKILLET,Yellow,False,True,False,942.447136,16.09253794,1.910198066,84.24,2389.47,289.09,4.94,25.84,732.97,0.59
R-65397,FLX|Chorizo Lasagna| +1,GV - FLEX BC,Red,True,False,False,1622.570154,18.59630136,3.035299633,267.37,10733.29,424.55,4.87,69.96,2808.38,0.79
R-65396,FLX|Chorizo Lasagna| +2,GV - FLEX BC,Red,True,False,False,1752.102968,19.81745352,3.392997481,277.58,11219.32,379.76,4.3,60.16,2431.71,0.74
R-64996,FLX|Chorizo Lasagna|300g,GV - FLEX BC,Red,True,False,False,1493.03734,17.3751492,2.677601786,257.16,10247.25,492.75,5.73,84.87,3381.93,0.88
R-54956,FLX|Chowder Chowdown|SP,SPECIALS,Green,False,False,True,258.1673234,5.747004255,0.184973031,23.16,145.15,78.17,1.74,7.01,43.95,0.06
R-43914,FLX|Chowder corn 240ml,GV - FLEX BC,Red,True,False,False,1198.249797,6.676593539,1.33696949,33.73,5090.01,495.14,2.76,13.94,2103.31,0.55
R-57203,FLX|Chowder corn|+1,GV - FLEX BC,Green,False,False,True,446.4525397,3.348759477,0.716180875,15.19,1541.49,141.2,1.06,4.8,487.52,0.23
R-57199,FLX|Chowder corn|+2,GV - FLEX BC,Yellow,False,True,False,1400.720326,8.769949852,1.829635014,51.21,5926.74,358.81,2.25,13.12,1518.22,0.47
R-62292,FLX|Chowder|add salmon ,FOOD,Red,True,False,False,527.2729412,7.443529412,0.730588235,167.35,898.24,585.86,8.27,185.94,998.04,0.81
R-62390,FLX|Coconut steamed rice,GV FLEX BAO,Green,False,False,True,673.5241296,0.382219898,0.159086939,113.54,333.2,449.02,0.25,75.69,222.13,0.11
R-62392,FLX|coleslaw,GV - FLEX BC,Green,False,False,True,95.10497699,0.994651917,0.285977807,5.1,215.04,79.25,0.83,4.25,179.2,0.24
R-56630,FLX|Corn Tofu Succotash &slaw,GV - FLEX BC,Green,False,False,True,481.8129802,2.702189468,1.582493599,13.88,559.49,129.52,0.73,3.73,150.4,0.43
R-61966,FLX|corn Tofu succotash| +1,GV - FLEX BC,Green,False,False,True,729.2764289,4.259087929,2.293542101,28.48,1152.24,148.15,0.87,5.79,234.08,0.47
R-61085,FLX|Corn Tofu Succotash|+2,GV - FLEX BC,Green,False,False,True,981.5321358,5.870600989,3.005696721,43.61,1775.96,160.25,0.96,7.12,289.96,0.49
R-62372,FLX|Creamed corn,GV - FLEX BC,Yellow,False,True,False,344.9582238,2.090894804,0.508562088,10.45,1039.98,287.47,1.74,8.71,866.65,0.42
R-62387,FLX|Cucumber sunomono,GV - FLEX ASIAN NOODLE,Green,False,False,True,58.23338362,0.771553524,0.117272076,7.82,283.88,48.53,0.64,6.52,236.57,0.1
R-62394,FLX|donot,GV - FLEX BC,Green,False,False,True,207.7794644,0.831128631,0.01071,35.37,1548.61,173.87,0.7,29.6,1295.91,0.01
R-62393,FLX|donotuse,GV - FLEX BC,Red,True,False,False,1155.557357,13.72786518,0.01071,274.82,8355.24,493.83,5.87,117.44,3570.62,0
R-48357,FLX|Eggs Benny|Smk Salmon|AAD,GV-FLEX DOD,Yellow,False,True,False,788.243171,10.08934032,1.378770096,157.33,3564.74,286.63,3.67,57.21,1296.27,0.5
R-61993,FLX|Farm greenery ,GV - FLEX BC,Green,False,False,True,259.8012444,2.293270452,1.029521319,16.9,684.99,88.07,0.78,5.73,232.2,0.35
R-61992,FLX|Farm greenery| +1,GV - FLEX BC,Green,False,False,True,364.5442707,3.650077514,1.269279837,21.56,852.33,87.84,0.88,5.2,205.38,0.31
R-61990,FLX|Farm greenery| +2,GV - FLEX BC,Green,False,False,True,469.287297,5.006884576,1.509038355,26.21,1019.66,87.72,0.94,4.9,190.59,0.28
R-61977,FLX|Fish Fritters| +1,GV - FLEX BC,Red,True,False,False,1564.429729,17.94123669,3.590552239,408.56,6152.37,403.98,4.63,105.5,1588.73,0.93
R-45912,FLX|Fish Fritters|+2,GV - FLEX BC,Yellow,False,True,False,1670.377983,19.14954765,3.814149143,411.48,6271.05,299.75,3.44,73.84,1125.36,0.68
R-61978,FLX|Fish Fritters|160g| AAD,GV - FLEX BC,Red,True,False,False,1512.710499,17.24057968,3.474953088,405.94,6053.86,503.82,5.74,135.2,2016.27,1.16
R-30559,FLX|G&G|Dinner Roll,GV - GRAB & GO,Yellow,False,True,False,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49
R-62369,FLX|Garlic cheesey toast,FOOD,Red,True,False,False,284.9562787,2.594734841,0.345254408,30.03,1506.64,477.91,4.35,50.36,2526.86,0.58
R-62374,FLX|Garlic mashed potatoes ,GV - FLEX BC,Green,False,False,True,67.68739083,0.784434081,0.112070239,19.15,30.78,45.12,0.52,12.77,20.52,0.07
R-44388,FLX|GBL|Bowl|Morocan Lamb Stew,GV FLEX GLOBAL BOWL,Red,True,False,False,3565.935187,20.36854696,12.04488963,80.32,918.24,833.16,4.76,18.77,214.54,2.81
R-62356,FLX|Ginger Broccoli ,GV - FLEX BC,Green,False,False,True,115.6554501,1.624733636,0.427077418,10.57,487.61,82.61,1.16,7.55,348.29,0.31
R-52040,FLX|GLB|Add on|Sliced Smokey,GV FLEX GLOBAL BOWL,Red,True,False,False,620.9368421,8.387368421,1.327578947,114.33,3425.85,1034.89,13.98,190.55,5709.75,2.21
R-44750,FLX|GLB|Bowl|Farmers lunch  ,GV FLEX GLOBAL BOWL,Yellow,False,True,False,909.4635058,14.48327203,1.907711297,191.61,1710.62,228.51,3.64,48.14,429.8,0.48
R-54557,FLX|GLB|Garlic Flatbread,GV FLEX GLOBAL BOWL,Green,False,False,True,42.82168858,0.393937308,0.059442624,4.09,191.65,121.62,1.12,11.62,544.33,0.17
R-55320,FLX|GLB|Steak & Veg Pot Pie,SPECIALS,Green,False,False,True,543.5553064,4.895012319,1.051015203,48.64,2421.82,132.04,1.19,11.82,588.3,0.26
R-55604,FLX|GLB|Turkey Pot Pie,GV FLEX GLOBAL BOWL,Yellow,False,True,False,699.2534621,8.034457877,1.490629414,60.54,2563.39,215.15,2.47,18.63,788.74,0.46
R-62358,FLX|Go-mai|broccoli,GV - FLEX ASIAN NOODLE,Green,False,False,True,140.6485545,1.534986818,0.433644242,14.09,750.45,100.46,1.1,10.06,536.04,0.31
R-54346,FLX|Go-mai|broccoli 140g,GV FLEX GLOBAL BOWL,Yellow,False,True,False,285.6034649,1.825373117,0.646624416,80.94,5519.77,172.05,1.1,48.76,3325.16,0.39
R-62378,FLX|Gravy chicken,GV - FLEX BC,Red,True,False,False,471.7146996,11.28023905,1.144980049,41.53,385.75,524.13,12.53,46.14,428.61,1.27
R-62029,FLX|Greek Chicken Skewer|+2,GV - FLEX BC,Yellow,False,True,False,1206.523363,18.74842733,2.354015566,111.94,3756.46,248.26,3.86,23.03,772.93,0.48
R-32752,FLX|Greek Chicken Skewers(x2),GV - FLEX BC,Red,True,False,False,678.3709093,13.43664855,1.466380566,56.54,1022.48,408.66,8.09,34.06,615.95,0.88
R-62380,FLX|Greek salad feta,GV - FLEX BC,Yellow,False,True,False,388.4292813,3.939609016,0.601454737,54.28,2697.95,258.95,2.63,36.19,1798.63,0.4
R-57210,FLX|grilled Leeks,GV - FLEX BC,Green,False,False,True,36.25200796,0.914559051,0.067471773,0.22,6.61,48.34,1.22,0.29,8.81,0.09
R-57193,FLX|Gyoza|Vegetable,GV - DIM SUM,Green,False,False,True,3.0381,0.03405,0.0,0.75,23.64,101.27,1.14,25,788,0
R-62379,FLX|hash| squash and tempeh,GV - FLEX BC,Green,False,False,True,211.388854,1.991303862,0.54746182,15.87,514.01,93.95,0.89,7.05,228.45,0.24
R-62371,FLX|Honey glazed carrots,GV - FLEX BC,Green,False,False,True,52.82819649,1.154529664,0.066610339,1.55,5.83,44.02,0.96,1.29,4.86,0.06
R-62410,FLX|Kale & chard,GV - FLEX BC,Green,False,False,True,82.31127555,0.911753474,0.215794174,6.88,324.89,82.31,0.91,6.88,324.89,0.22
R-65672,FLX|Laksa eggplant Noodle +1,GV - FLEX ASIAN NOODLE,Green,False,False,True,968.4491782,4.626615011,1.329559323,187.42,1687.86,129.99,0.62,25.16,226.56,0.18
R-65671,FLX|Laksa eggplant Noodle +2,GV - FLEX ASIAN NOODLE,Green,False,False,True,1055.393595,5.824758591,1.60173407,196.62,2073.61,120.62,0.67,22.47,236.98,0.18
R-57051,FLX|Laksa Tofu +1,GV - FLEX ASIAN NOODLE,Green,False,False,True,973.7376182,4.030069926,1.30032847,180.01,1406.33,138.12,0.57,25.53,199.48,0.18
R-57052,FLX|Laksa tofu +2,GV - FLEX ASIAN NOODLE,Green,False,False,True,1052.420931,5.112161103,1.541997687,188.45,1757.24,127.57,0.62,22.84,213,0.19
R-43922,FLX|Laksa Tofu Noodle,GV - FLEX ASIAN NOODLE,Green,False,False,True,895.0543049,2.947978748,1.058659252,171.57,1055.41,153,0.5,29.33,180.41,0.18
R-65254,FLX|Laksa|eggplant Tofu|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,861.5484013,3.386531431,1.048768576,178.0,1293.45,140.09,0.55,28.94,210.32,0.17
R-64446,FLX|Laksa|ling cod|AAD 100g,GV - FLEX ASIAN NOODLE,Green,False,False,True,1231.540726,9.754134001,1.39975072,337.0,1932.49,206.98,1.64,56.64,324.79,0.24
R-45203,FLX|Laksa|Salmon|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,1297.513372,10.62214699,1.50626669,356.49,2037.9,218.07,1.79,59.91,342.5,0.25
R-17215,FLX|Lasagne Beef|SP,SPECIALS,Red,True,False,False,2036.145165,17.42569989,5.141496671,154.26,6764.51,917.43,7.85,69.51,3047.9,2.32
R-49823,FLX|Lasagne Chicken|SP,SPECIALS,Red,True,False,False,1305.132599,17.54383795,2.59453103,222.66,8302.28,468.84,6.3,79.99,2982.41,0.93
R-62381,FLX|Lemon roatsed potatoes ,GV - FLEX BC,Green,False,False,True,139.7231721,1.372169765,0.286180263,1.13,36.03,82.19,0.81,0.66,21.19,0.17
R-61887,FLX|lettuce wrap pork,GV - FLEX BC,Red,True,False,False,1151.031257,13.65676518,2.268314361,274.09,8328.78,502.63,5.96,119.69,3637.02,0.99
R-55059,FLX|Lettuce wrap Tofu,GV - FLEX BC,Yellow,False,True,False,406.5067288,1.520057262,0.825546308,69.28,3044.31,177.51,0.66,30.25,1329.39,0.36
R-64448,FLX|ling cod Laksa|+1,GV - FLEX ASIAN NOODLE,Green,False,False,True,1318.485143,10.95227758,1.671925467,346.19,2318.24,181.86,1.51,47.75,319.76,0.23
R-64447,FLX|ling cod Laksa|+2,GV - FLEX ASIAN NOODLE,Green,False,False,True,1405.42956,12.15042116,1.944100214,355.38,2703.98,164.38,1.42,41.56,316.25,0.23
R-47101,FLX|Maple Salmon Carrot Ndl,GV-FLEX PLANT FORWARD,Yellow,False,True,False,662.0563378,8.529399264,0.950297778,217.71,1293.79,273.58,3.52,89.96,534.62,0.39
R-64748,FLX|Mashed potatoes ,GV - FLEX BC,Green,False,False,True,67.68739083,0.784434081,0.112070239,19.15,30.78,45.12,0.52,12.77,20.52,0.07
R-57185,FLX|Miso ramen| +1,GV - FLEX ASIAN NOODLE,Green,False,False,True,379.7490926,3.514825201,1.104510588,39.87,1434.53,51.51,0.48,5.41,194.58,0.15
R-57194,FLX|MIso ramen| +2,GV - FLEX ASIAN NOODLE,Green,False,False,True,514.0217638,5.094524901,1.557797832,52.52,2065.08,58.59,0.58,5.99,235.4,0.18
R-41308,FLX|Miso ramen|AAD,GV - FLEX ASIAN NOODLE,Green,False,False,True,245.4764213,1.935125502,0.651223345,27.22,803.98,41.1,0.32,4.56,134.61,0.11
R-69621,FLX|Palak Paneer|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,1544.181988,14.2147013,1.852065032,354.93,11735.28,366.79,3.38,84.31,2787.48,0.44
R-57807,FLX|Palak Paneer|side X 1,GV FLEX GLOBAL BOWL,Red,True,False,False,704.2499326,7.310785899,0.881842238,118.04,6048.73,586.87,6.09,98.37,5040.61,0.73
R-55168,FLX|Pasta Bar Plant Based,GV FLEX GLOBAL BOWL,Green,False,False,True,948.7823455,9.096104055,1.789120135,160.07,6390.01,156.21,1.5,26.35,1052.07,0.29
R-55166,FLX|Pasta Bar w Protein,GV FLEX GLOBAL BOWL,Red,True,False,False,1979.469179,26.16309075,4.113915357,315.0,10316.45,359.01,4.75,57.13,1871.04,0.75
R-56121,FLX|Pasta Bar|Alfredo,GV FLEX GLOBAL BOWL,Red,True,False,False,1199.818168,14.85761446,2.192636337,201.57,8174.1,315.74,3.91,53.04,2151.08,0.58
R-56120,FLX|Pasta Bar|Chorizo,GV FLEX GLOBAL BOWL,Yellow,False,True,False,1266.340082,14.8032102,0.0,235.75,9012.87,277.1,3.24,51.59,1972.18,0
R-56317,FLX|Pasta|Chicken Mac n Cheese,SPECIALS,Yellow,False,True,False,1002.804624,14.37985115,1.801160374,145.3,5797.98,218.78,3.14,31.7,1264.93,0.39
R-62286,FLX|Pasta|Mac & Cheese|+1|#1,GV - FLEX BC,Red,True,False,False,1445.675394,15.16430179,2.080645174,251.74,12107.81,311.99,3.27,54.33,2612.96,0.45
R-62287,FLX|Pasta|Mac & Cheese|+2|#1,GV - FLEX BC,Yellow,False,True,False,1496.367582,15.94501939,2.225032519,255.04,12237.96,275.38,2.93,46.94,2252.21,0.41
R-62285,FLX|Pasta|Mac & Cheese|350g #1,GV - FLEX BC,Red,True,False,False,1394.983206,14.38358419,1.936257829,248.44,11977.67,363.87,3.75,64.8,3124.27,0.51
R-61944,FLX|Pasta|Mac + cheese|+1,GV - FLEX BC,Red,True,False,False,1462.423907,15.02032057,2.076235452,245.82,11959.0,301.53,3.1,50.68,2465.77,0.43
R-61942,FLX|Pasta|mac + cheese|+3,GV - FLEX BC,Yellow,False,True,False,1803.749633,18.10525967,2.608418354,258.87,12825.91,242.11,2.43,34.75,1721.6,0.35
R-61435,FLX|Pasta|Mac + Cheese|350g,GV - FLEX BC,Red,True,False,False,1291.761045,13.47785101,1.810144001,239.3,11525.54,363.88,3.8,67.41,3246.63,0.51
R-61943,FLX|Pasta|Mac + cheese|AAD,GV - FLEX BC,Red,True,False,False,1416.791348,14.94260413,1.948931413,247.31,11903.17,309.09,3.26,53.95,2596.82,0.43
R-57303,FLX|Pasta|Meat & Spaghetti|+1,SPECIALS,Red,True,False,False,1226.882646,9.988833461,3.602121827,78.7,2891.3,423.06,3.44,27.14,997,1.24
R-57305,FLX|Pasta|Meat & Spaghetti|+2,SPECIALS,Yellow,False,True,False,1227.296252,10.01592682,3.603485577,78.8,2896.14,336.25,2.74,21.59,793.46,0.99
R-42254,FLX|Pasta|Meat Sce & Spaghetti,SPECIALS,Red,True,False,False,2519.312194,20.39133238,7.420174316,134.25,5034.91,806.33,6.53,42.97,1611.48,2.37
R-57306,FLX|Pasta|Meatball & Spag| +1,SPECIALS,Yellow,False,True,False,930.2644279,10.97745234,1.884508156,159.86,5418.52,192.48,2.27,33.08,1121.16,0.39
R-57307,FLX|Pasta|Meatball & Spag| +2,SPECIALS,Yellow,False,True,False,888.0959494,10.57186607,1.810899153,152.29,5125.74,179.41,2.14,30.77,1035.5,0.37
R-40603,FLX|Pasta|Meatball & Spaghetti,SPECIALS,Yellow,False,True,False,929.8508224,10.95035898,1.883144406,159.76,5413.68,227.74,2.68,39.13,1325.93,0.46
R-57068,FLX|PASTA|Penne and marinara,SPECIALS,Green,False,False,True,506.9717298,4.635026026,0.961176271,83.95,3511.12,139.52,1.28,23.1,966.28,0.26
R-57312,FLX|Pasta|Primavera Spag| +1,SPECIALS,Green,False,False,True,372.2030335,3.631496377,0.769891481,60.75,2286.32,89.62,0.87,14.63,550.52,0.19
R-57313,FLX|Pasta|Primavera Spag| +2,SPECIALS,Green,False,False,True,372.6166389,3.658589736,0.771255231,60.85,2291.16,76,0.75,12.41,467.29,0.16
R-49596,FLX|Pasta|Primavera Spaghetti,SPECIALS,Green,False,False,True,371.789428,3.604403018,0.768527731,60.66,2281.47,109.25,1.06,17.83,670.42,0.23
R-61908,FLX|Pasta|Ravioli butternut,GV - FLEX BC,Green,False,False,True,285.7883928,3.662922874,0.794497533,64.69,2004.73,79.39,1.02,17.97,556.87,0.22
R-61912,FLX|Pasta|Ravioli butternut +2,GV - FLEX BC,Green,False,False,True,446.7604142,5.517864655,1.275588172,78.92,2665.36,71.48,0.88,12.63,426.46,0.2
R-54847,FLX|Pasta|Scallop & Spaghett,SPECIALS,Yellow,False,True,False,1098.183952,15.92266655,1.076952656,127.77,5776.28,236.77,3.43,27.55,1245.39,0.23
R-41830,FLX|Pasta|Tomato  & Spaghetti,SPECIALS,Green,False,False,True,548.0800396,5.152510907,0.918634007,92.11,4009.46,150.56,1.42,25.3,1101.39,0.25
R-17096,FLX|Penne|Alfredo|Baked,SPECIALS,Red,True,False,False,1449.039158,14.29432421,2.026861808,234.38,11006.15,328.55,3.24,53.14,2495.47,0.46
R-49747,FLX|Penne|GLB,SPECIALS,Green,False,False,True,115.4561175,1.110045,0.37275975,31.66,967.27,76.97,0.74,21.11,644.85,0.25
R-46360,FLX|Perogies&Sausage|AAD,GV FLEX GLOBAL BOWL,Red,True,False,False,1746.124612,18.20591971,1.697552828,271.24,11682.72,431.93,4.5,67.1,2889.91,0.42
R-56862,FLX|PHO beef noodle +1,GV - FLEX ASIAN NOODLE,Red,True,False,False,8886.336923,70.94608589,26.84090908,464.8,13572.9,1592.25,12.71,83.28,2431.98,4.81
R-56861,FLX|Pho Beef Noodle +2,GV - FLEX ASIAN NOODLE,Red,True,False,False,8944.670998,71.76412771,27.05444779,470.21,13820.64,1386.34,11.12,72.88,2142.07,4.19
R-44766,FLX|Pho Beef Noodle|AAD,GV - FLEX ASIAN NOODLE,Red,True,False,False,8811.425275,69.70011077,26.60963847,458.87,13323.06,2118.13,16.75,110.31,3202.66,6.4
