Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
FLX,Kale & chard,R-62410,FLX|Kale & chard,GV - FLEX BC,100,82.31127555,0.911753474,0.215794174,6.88,324.89,82.31,0.91,6.88,324.89,0.22,Green,Green
FLX,Laksa eggplant Noodle +1,R-65672,FLX|Laksa eggplant Noodle +1,GV - FLEX ASIAN NOODLE,745,968.4491782,4.626615011,1.329559323,187.42,1687.86,129.99,0.62,25.16,226.56,0.18,Green,Green
FLX,Laksa eggplant Noodle +2,R-65671,FLX|Laksa eggplant Noodle +2,GV - FLEX ASIAN NOODLE,875,1055.393595,5.824758591,1.60173407,196.62,2073.61,120.62,0.67,22.47,236.98,0.18,Green,Green
FLX,Laksa Tofu +1,R-57051,FLX|Laksa Tofu +1,GV - FLEX ASIAN NOODLE,705,973.7376182,4.030069926,1.30032847,180.01,1406.33,138.12,0.57,25.53,199.48,0.18,Green,Green
FLX,Laksa tofu +2,R-57052,FLX|Laksa tofu +2,GV - FLEX ASIAN NOODLE,825,1052.420931,5.112161103,1.541997687,188.45,1757.24,127.57,0.62,22.84,213,0.19,Green,Green
FLX,Laksa Tofu Noodle,R-43922,FLX|Laksa Tofu Noodle,GV - FLEX ASIAN NOODLE,585,895.0543049,2.947978748,1.058659252,171.57,1055.41,153,0.5,29.33,180.41,0.18,Green,Green
FLX,Laksa,R-65254,FLX|Laksa|eggplant Tofu|AAD,GV - FLEX ASIAN NOODLE,615,861.5484013,3.386531431,1.048768576,178,1293.45,140.09,0.55,28.94,210.32,0.17,Green,Green
FLX,Laksa,R-64446,FLX|Laksa|ling cod|AAD 100g,GV - FLEX ASIAN NOODLE,595,1231.540726,9.754134001,1.39975072,337,1932.49,206.98,1.64,56.64,324.79,0.24,Yellow,Green
FLX,Laksa,R-45203,FLX|Laksa|Salmon|AAD,GV - FLEX ASIAN NOODLE,595,1297.513372,10.62214699,1.50626669,356.49,2037.9,218.07,1.79,59.91,342.5,0.25,Yellow,Green
FLX,Lasagne Beef,R-17215,FLX|Lasagne Beef|SP,SPECIALS,221.9398148,2036.145165,17.42569989,5.141496671,154.26,6764.51,917.43,7.85,69.51,3047.9,2.32,Red,Red
FLX,Lasagne Chicken,R-49823,FLX|Lasagne Chicken|SP,SPECIALS,278.375,1305.132599,17.54383795,2.59453103,222.66,8302.28,468.84,6.3,79.99,2982.41,0.93,Red,Red
FLX,Lemon roatsed potatoes ,R-62381,FLX|Lemon roatsed potatoes ,GV - FLEX BC,170,139.7231721,1.372169765,0.286180263,1.13,36.03,82.19,0.81,0.66,21.19,0.17,Green,Green
FLX,lettuce wrap pork,R-61887,FLX|lettuce wrap pork,GV - FLEX BC,229,1151.031257,13.65676518,2.268314361,274.09,8328.78,502.63,5.96,119.69,3637.02,0.99,Red,Red
FLX,Lettuce wrap Tofu,R-55059,FLX|Lettuce wrap Tofu,GV - FLEX BC,229,406.5067288,1.520057262,0.825546308,69.28,3044.31,177.51,0.66,30.25,1329.39,0.36,Green,Yellow
FLX,ling cod Laksa,R-64448,FLX|ling cod Laksa|+1,GV - FLEX ASIAN NOODLE,725,1318.485143,10.95227758,1.671925467,346.19,2318.24,181.86,1.51,47.75,319.76,0.23,Green,Green
FLX,ling cod Laksa,R-64447,FLX|ling cod Laksa|+2,GV - FLEX ASIAN NOODLE,855,1405.42956,12.15042116,1.944100214,355.38,2703.98,164.38,1.42,41.56,316.25,0.23,Green,Green
FLX,Maple Salmon Carrot Ndl,R-47101,FLX|Maple Salmon Carrot Ndl,GV-FLEX PLANT FORWARD,242,662.0563378,8.529399264,0.950297778,217.71,1293.79,273.58,3.52,89.96,534.62,0.39,Yellow,Yellow
FLX,Mashed potatoes ,R-64748,FLX|Mashed potatoes ,GV - FLEX BC,150,67.68739083,0.784434081,0.112070239,19.15,30.78,45.12,0.52,12.77,20.52,0.07,Green,Green
FLX,Miso ramen,R-57185,FLX|Miso ramen| +1,GV - FLEX ASIAN NOODLE,737.25,379.7490926,3.514825201,1.104510588,39.87,1434.53,51.51,0.48,5.41,194.58,0.15,Green,Green
FLX,MIso ramen,R-57194,FLX|MIso ramen| +2,GV - FLEX ASIAN NOODLE,877.25,514.0217638,5.094524901,1.557797832,52.52,2065.08,58.59,0.58,5.99,235.4,0.18,Green,Green
FLX,Miso ramen,R-41308,FLX|Miso ramen|AAD,GV - FLEX ASIAN NOODLE,597.25,245.4764213,1.935125502,0.651223345,27.22,803.98,41.1,0.32,4.56,134.61,0.11,Green,Green
FLX,Palak Paneer,R-69621,FLX|Palak Paneer|AAD,GV FLEX GLOBAL BOWL,421,1544.181988,14.2147013,1.852065032,354.93,11735.28,366.79,3.38,84.31,2787.48,0.44,Yellow,Red
FLX,Palak Paneer,R-57807,FLX|Palak Paneer|side X 1,GV FLEX GLOBAL BOWL,120,704.2499326,7.310785899,0.881842238,118.04,6048.73,586.87,6.09,98.37,5040.61,0.73,Red,Red
FLX,Pasta Bar Plant Based,R-55168,FLX|Pasta Bar Plant Based,GV FLEX GLOBAL BOWL,607.375,948.7823455,9.096104055,1.789120135,160.07,6390.01,156.21,1.5,26.35,1052.07,0.29,Green,Green
FLX,Pasta Bar w Protein,R-55166,FLX|Pasta Bar w Protein,GV FLEX GLOBAL BOWL,551.375,1979.469179,26.16309075,4.113915357,315,10316.45,359.01,4.75,57.13,1871.04,0.75,Yellow,Red
FLX,Pasta Bar,R-56121,FLX|Pasta Bar|Alfredo,GV FLEX GLOBAL BOWL,380,1199.818168,14.85761446,2.192636337,201.57,8174.1,315.74,3.91,53.04,2151.08,0.58,Yellow,Red
FLX,Pasta Bar,R-56120,FLX|Pasta Bar|Chorizo,GV FLEX GLOBAL BOWL,457,1266.340082,14.8032102,0,235.75,9012.87,277.1,3.24,51.59,1972.18,0,Yellow,Yellow
FLX,Pasta,R-56317,FLX|Pasta|Chicken Mac n Cheese,SPECIALS,458.3636364,1002.804624,14.37985115,1.801160374,145.3,5797.98,218.78,3.14,31.7,1264.93,0.39,Yellow,Yellow
FLX,Pasta,R-62286,FLX|Pasta|Mac & Cheese|+1|#1,GV - FLEX BC,463.375,1445.675394,15.16430179,2.080645174,251.74,12107.81,311.99,3.27,54.33,2612.96,0.45,Yellow,Red
FLX,Pasta,R-62287,FLX|Pasta|Mac & Cheese|+2|#1,GV - FLEX BC,543.375,1496.367582,15.94501939,2.225032519,255.04,12237.96,275.38,2.93,46.94,2252.21,0.41,Yellow,Yellow
FLX,Pasta,R-62285,FLX|Pasta|Mac & Cheese|350g #1,GV - FLEX BC,383.375,1394.983206,14.38358419,1.936257829,248.44,11977.67,363.87,3.75,64.8,3124.27,0.51,Yellow,Red
FLX,Pasta,R-61944,FLX|Pasta|Mac + cheese|+1,GV - FLEX BC,485,1462.423907,15.02032057,2.076235452,245.82,11959,301.53,3.1,50.68,2465.77,0.43,Yellow,Red
FLX,Pasta,R-61942,FLX|Pasta|mac + cheese|+3,GV - FLEX BC,745,1803.749633,18.10525967,2.608418354,258.87,12825.91,242.11,2.43,34.75,1721.6,0.35,Yellow,Yellow
FLX,Pasta,R-61435,FLX|Pasta|Mac + Cheese|350g,GV - FLEX BC,355,1291.761045,13.47785101,1.810144001,239.3,11525.54,363.88,3.8,67.41,3246.63,0.51,Yellow,Red
FLX,Pasta,R-61943,FLX|Pasta|Mac + cheese|AAD,GV - FLEX BC,458.375,1416.791348,14.94260413,1.948931413,247.31,11903.17,309.09,3.26,53.95,2596.82,0.43,Yellow,Red
FLX,Pasta,R-57303,FLX|Pasta|Meat & Spaghetti|+1,SPECIALS,290,1226.882646,9.988833461,3.602121827,78.7,2891.3,423.06,3.44,27.14,997,1.24,Red,Red
FLX,Pasta,R-57305,FLX|Pasta|Meat & Spaghetti|+2,SPECIALS,365,1227.296252,10.01592682,3.603485577,78.8,2896.14,336.25,2.74,21.59,793.46,0.99,Yellow,Yellow
FLX,Pasta,R-42254,FLX|Pasta|Meat Sce & Spaghetti,SPECIALS,312.441,2519.312194,20.39133238,7.420174316,134.25,5034.91,806.33,6.53,42.97,1611.48,2.37,Red,Red
FLX,Pasta,R-57306,FLX|Pasta|Meatball & Spag| +1,SPECIALS,483.294,930.2644279,10.97745234,1.884508156,159.86,5418.52,192.48,2.27,33.08,1121.16,0.39,Yellow,Yellow
FLX,Pasta,R-57307,FLX|Pasta|Meatball & Spag| +2,SPECIALS,495,888.0959494,10.57186607,1.810899153,152.29,5125.74,179.41,2.14,30.77,1035.5,0.37,Green,Yellow
FLX,Pasta,R-40603,FLX|Pasta|Meatball & Spaghetti,SPECIALS,408.294,929.8508224,10.95035898,1.883144406,159.76,5413.68,227.74,2.68,39.13,1325.93,0.46,Yellow,Yellow
FLX,PASTA,R-57068,FLX|PASTA|Penne and marinara,SPECIALS,363.3636364,506.9717298,4.635026026,0.961176271,83.95,3511.12,139.52,1.28,23.1,966.28,0.26,Green,Green
FLX,Pasta,R-57312,FLX|Pasta|Primavera Spag| +1,SPECIALS,415.3053333,372.2030335,3.631496377,0.769891481,60.75,2286.32,89.62,0.87,14.63,550.52,0.19,Green,Green
FLX,Pasta,R-57313,FLX|Pasta|Primavera Spag| +2,SPECIALS,490.3053333,372.6166389,3.658589736,0.771255231,60.85,2291.16,76,0.75,12.41,467.29,0.16,Green,Green
FLX,Pasta,R-49596,FLX|Pasta|Primavera Spaghetti,SPECIALS,340.3053333,371.789428,3.604403018,0.768527731,60.66,2281.47,109.25,1.06,17.83,670.42,0.23,Green,Green
FLX,Pasta,R-61908,FLX|Pasta|Ravioli butternut,GV - FLEX BC,360,285.7883928,3.662922874,0.794497533,64.69,2004.73,79.39,1.02,17.97,556.87,0.22,Green,Green
FLX,Pasta,R-61912,FLX|Pasta|Ravioli butternut +2,GV - FLEX BC,625,446.7604142,5.517864655,1.275588172,78.92,2665.36,71.48,0.88,12.63,426.46,0.2,Green,Green
FLX,Pasta,R-54847,FLX|Pasta|Scallop & Spaghett,SPECIALS,463.811875,1098.183952,15.92266655,1.076952656,127.77,5776.28,236.77,3.43,27.55,1245.39,0.23,Yellow,Yellow
FLX,Pasta,R-41830,FLX|Pasta|Tomato  & Spaghetti,SPECIALS,364.0362083,548.0800396,5.152510907,0.918634007,92.11,4009.46,150.56,1.42,25.3,1101.39,0.25,Green,Green
FLX,Penne,R-17096,FLX|Penne|Alfredo|Baked,SPECIALS,441.04475,1449.039158,14.29432421,2.026861808,234.38,11006.15,328.55,3.24,53.14,2495.47,0.46,Yellow,Red
FLX,Penne,R-49747,FLX|Penne|GLB,SPECIALS,150,115.4561175,1.110045,0.37275975,31.66,967.27,76.97,0.74,21.11,644.85,0.25,Green,Green
FLX,Perogies&Sausage,R-46360,FLX|Perogies&Sausage|AAD,GV FLEX GLOBAL BOWL,404.2592593,1746.124612,18.20591971,1.697552828,271.24,11682.72,431.93,4.5,67.1,2889.91,0.42,Red,Red
FLX,PHO beef noodle +1,R-56862,FLX|PHO beef noodle +1,GV - FLEX ASIAN NOODLE,558.1,8886.336923,70.94608589,26.84090908,464.8,13572.9,1592.25,12.71,83.28,2431.98,4.81,Red,Red
FLX,Pho Beef Noodle +2,R-56861,FLX|Pho Beef Noodle +2,GV - FLEX ASIAN NOODLE,645.2,8944.670998,71.76412771,27.05444779,470.21,13820.64,1386.34,11.12,72.88,2142.07,4.19,Red,Red
FLX,Pho Beef Noodle,R-44766,FLX|Pho Beef Noodle|AAD,GV - FLEX ASIAN NOODLE,416,8811.425275,69.70011077,26.60963847,458.87,13323.06,2118.13,16.75,110.31,3202.66,6.4,Red,Red
FLX,PHO Veg Noodle Soup +1,R-56863,FLX|PHO Veg Noodle Soup +1,GV - FLEX ASIAN NOODLE,593.1,486.2965359,3.231154846,1.040798291,118.21,863.28,81.99,0.54,19.93,145.55,0.18,Green,Green
FLX,Pho Veg Noodle Soup +2,R-56864,FLX|Pho Veg Noodle Soup +2,GV - FLEX ASIAN NOODLE,655.2,534.6266674,3.791093613,1.243882193,123.3,1109.79,81.6,0.58,18.82,169.38,0.19,Green,Green
FLX,PHO Veg Noodle Soup,R-44930,FLX|PHO Veg Noodle Soup|AAD,GV - FLEX ASIAN NOODLE,506,427.9624609,2.413113028,0.827259582,112.81,615.54,84.58,0.48,22.29,121.65,0.16,Green,Green
FLX,porchetta,R-61921,FLX|porchetta| +1,GV - FLEX BC,345,2012.041616,24.25416069,4.856602372,328.23,9773.81,583.2,7.03,95.14,2832.99,1.41,Red,Red
FLX,Porchetta,R-61920,FLX|Porchetta| +2,GV - FLEX BC,490,2142.289491,25.4633021,5.290129173,343.44,10045.05,437.2,5.2,70.09,2050.01,1.08,Red,Red
FLX,Porchetta,R-52676,FLX|Porchetta|150g,GV - FLEX BC,200,1881.793741,23.04501928,4.423075572,313.02,9502.57,940.9,11.52,156.51,4751.28,2.21,Red,Red
FLX,Pot Pie Beef,R-49971,FLX|Pot Pie Beef|SP,GV FLEX GLOBAL BOWL,307,2168.374279,16.55475121,5.565515217,81.65,4598.07,706.31,5.39,26.6,1497.74,1.81,Red,Red
FLX,potato salad,R-62365,FLX|potato salad,GV - FLEX BC,150,114.2021679,1.381984195,0.223101926,7.57,254.55,76.13,0.92,5.05,169.7,0.15,Green,Green
FLX,Potato,R-47103,FLX|Potato|Pomme Anna,GV-FLEX PLANT FORWARD,150,278.0788988,3.047653325,0.362980949,28.81,1423.49,185.39,2.03,19.21,948.99,0.24,Green,Yellow
FLX,Quiche,R-26808,FLX|Quiche|3 Cheese|AAD,GV FLEX GLOBAL BOWL,158.0000001,751.4413012,7.652500013,0.944510001,95.83,4931.43,475.6,4.84,60.65,3121.16,0.6,Red,Red
FLX,Quiche,R-51258,FLX|Quiche|Denver|AAD,GV FLEX GLOBAL BOWL,136,561.1670743,6.348216893,0.914561027,70.24,2787.34,412.62,4.67,51.65,2049.51,0.67,Red,Red
FLX,Quiche,R-26809,FLX|Quiche|Ham&Cheese|AAD,GV FLEX GLOBAL BOWL,137,629.051421,6.439589473,0.800544737,80.44,4098.89,459.16,4.7,58.72,2991.89,0.58,Red,Red
FLX,Quiche,R-71815,FLX|Quiche|Mediterranean|AAD,GV FLEX GLOBAL BOWL,170,580.5034144,6.014795426,0.765664164,64.98,3298.38,341.47,3.54,38.22,1940.22,0.45,Yellow,Yellow
FLX,Quiche,R-62003,FLX|Quiche|mushroom asparagus,GV FLEX GLOBAL BOWL,195,572.6197217,5.626323744,0.93700544,55.1,2723.38,293.65,2.89,28.26,1396.61,0.48,Yellow,Yellow
FLX,Quiche,R-62004,FLX|Quiche|Pork belly,GV FLEX GLOBAL BOWL,210,1216.893756,13.675485,2.26030953,175.68,6802.9,579.47,6.51,83.66,3239.48,1.08,Red,Red
FLX,Quiche,R-57034,FLX|Quiche|Smoked Salmon|AAD,GV FLEX GLOBAL BOWL,202,650.7391725,7.221596334,0.907783274,90.06,2449.14,322.15,3.58,44.58,1212.45,0.45,Yellow,Yellow
FLX,Quiche,R-62005,FLX|Quiche|Spinach&Feta|AAD,GV FLEX GLOBAL BOWL,150,568.1794831,5.776314176,0.739104789,63.65,3250.54,378.79,3.85,42.43,2167.03,0.49,Yellow,Red
FLX,Quiche,R-62294,FLX|Quiche|Sundried tomato,GV FLEX GLOBAL BOWL,190,659.3816345,6.69520098,0.825837255,78.71,4120.96,347.04,3.52,41.43,2168.93,0.43,Yellow,Red
FLX,Ramen,R-62282,FLX|Ramen|ADD egg,GV - FLEX ASIAN NOODLE,50,149.6994804,2.448454187,0.255226252,23.58,666,299.4,4.9,47.16,1332,0.51,Yellow,Yellow
FLX,roasted carrots,R-62416,FLX|roasted carrots,GV FLEX GLOBAL BOWL,120,73.35113878,1.188359694,0.175265816,1.5,5.85,61.13,0.99,1.25,4.88,0.15,Green,Green
FLX,Root veg and sage,R-62377,FLX|Root veg and sage,GV - FLEX BC,120,71.32173995,0.955737513,0.150717478,6.86,225,59.43,0.8,5.72,187.5,0.13,Green,Green
FLX,Rotini & Veggie Pesto,R-54729,FLX|Rotini & Veggie Pesto|SP,SPECIALS,413.375,433.1519849,4.071383148,1.107543245,61.38,2207.25,104.78,0.98,14.85,533.96,0.27,Green,Green
FLX,Rotini Veggie SunDry Pesto,R-55086,FLX|Rotini Veggie SunDry Pesto,SPECIALS,436.796,247.133487,3.356625758,0.67339573,57.36,1872.43,56.58,0.77,13.13,428.67,0.15,Green,Green
FLX,Rotini,R-49585,FLX|Rotini|Primavera,SPECIALS,387.375,462.5424036,4.81616459,0.777787258,83.33,3239.73,119.4,1.24,21.51,836.33,0.2,Green,Green
FLX,RotiniPuttanesca,R-54905,FLX|RotiniPuttanesca|SP,SPECIALS,412.375,692.5262114,5.562065385,1.656383943,95.84,3985.81,167.94,1.35,23.24,966.55,0.4,Green,Green
FLX,Salad,R-41831,FLX|Salad|Cold Winter Root Veg,GV - FLEX BC,1399.705005,2227.70574,2.684301855,1.403774232,59.82,1475.79,159.16,0.19,4.27,105.44,0.1,Green,Green
FLX,Salad,R-62040,FLX|Salad|Signature Greens,GV-FLEX PLANT FORWARD,105,83.44099252,0.766687873,0,7.08,226.66,79.47,0.73,6.74,215.87,0,Green,Green
FLX,Salad,R-46998,FLX|Salad|WC Salmon BC ,GV - FLEX BC,240,462.8962288,5.480658781,0.890575138,104.33,936.31,192.87,2.28,43.47,390.13,0.37,Yellow,Green
FLX,Salmon Alfredo penne,R-55847,FLX|Salmon Alfredo penne|SPEC,SPECIALS,541.04475,2066.717302,23.47912569,2.758818545,450.19,11844.36,381.99,4.34,83.21,2189.16,0.51,Yellow,Red
FLX,Salmon Cakes,R-49990,FLX|Salmon Cakes|SP,SPECIALS,175,524.8686966,6.722312506,0.728413483,144.67,1198.83,299.92,3.84,82.67,685.05,0.42,Yellow,Yellow
FLX,Salmon Chowder,R-61997,FLX|Salmon Chowder| +1,GV - FLEX BC,423.1875,2172.915842,19.24381206,1.714262993,265.61,7146.85,513.46,4.55,62.76,1688.81,0.41,Red,Red
FLX,Salmon Chowder,R-61996,FLX|Salmon Chowder| +2,GV - FLEX BC,497.375,2274.151106,20.29049022,1.960595755,274.35,7565.21,457.23,4.08,55.16,1521.03,0.39,Red,Yellow
FLX,salmon chowder,R-52826,FLX|salmon chowder|AAD,SPECIALS,234,1269.285103,10.71158726,1.523860054,129.09,4663.61,542.43,4.58,55.17,1993,0.65,Red,Red
FLX,Salmon Laksa +1,R-56865,FLX|Salmon Laksa +1,GV - FLEX ASIAN NOODLE,715,1376.196685,11.70423817,1.747935907,364.93,2388.82,192.48,1.64,51.04,334.1,0.24,Yellow,Green
FLX,Salmon Laksa +2,R-56866,FLX|Salmon Laksa +2,GV - FLEX ASIAN NOODLE,855,1471.402206,13.01843415,2.050616184,374.87,2809.4,172.09,1.52,43.84,328.58,0.24,Green,Green
FLX,Salmon,R-48491,FLX|Salmon|BBQ,GV - FLEX BC,422,775.9210919,8.267334427,1.270961093,256.75,1627.71,183.87,1.96,60.84,385.71,0.3,Green,Green
FLX,Salmon,R-47095,FLX|Salmon|BBQ Cedar Plate,GV - FLEX BC,507,220.6008303,1.276103766,0.46091079,61.84,416.45,43.51,0.25,12.2,82.14,0.09,Green,Green
FLX,Sesame shallot chicken,R-61883,FLX|Sesame shallot chicken,GV - FLEX BC,207,729.2138384,17.47852585,1.92487184,62.06,575.27,352.28,8.44,29.98,277.91,0.93,Yellow,Red
FLX,Sesame shallot chicken +1,R-61884,FLX|Sesame shallot chicken +1,GV - FLEX BC,396.5,1455.3604,21.46384141,2.004415309,204.67,3585.15,367.05,5.41,51.62,904.2,0.51,Yellow,Yellow
FLX,Sesame shallot chicken +2,R-61889,FLX|Sesame shallot chicken +2,GV - FLEX BC,586,2181.506961,25.44915697,2.083958779,347.28,6595.02,372.27,4.34,59.26,1125.43,0.36,Yellow,Yellow
FLX,Sesame shallot salad,R-61881,FLX|Sesame shallot salad,GV - FLEX BC,157,206.2383713,1.331190762,0.512000558,8.6,473.87,131.36,0.85,5.48,301.83,0.33,Green,Green
FLX,Sesame shallot salad +1,R-61882,FLX|Sesame shallot salad +1,GV - FLEX BC,346.5,932.3849325,5.316506322,0.591544028,151.21,3483.74,269.09,1.53,43.64,1005.41,0.17,Yellow,Yellow
FLX,Sesame shallot salad +2,R-61890,FLX|Sesame shallot salad +2,GV - FLEX BC,536,1658.531494,9.301821882,0.671087497,293.82,6493.62,309.43,1.74,54.82,1211.5,0.13,Yellow,Yellow
FLX,Shoyu Chicken +1,R-61954,FLX|Shoyu Chicken +1,GV - FLEX BC,320,1007.934188,23.02086458,2.513398375,131.81,473.44,314.98,7.19,41.19,147.95,0.79,Yellow,Yellow
FLX,Shoyu Chicken +2,R-45153,FLX|Shoyu Chicken +2|AAD,GV - FLEX BC,470,1148.949829,23.76446938,2.780982863,192.2,805.8,244.46,5.06,40.89,171.45,0.59,Yellow,Yellow
FLX,Shoyu Chicken 170g,R-61955,FLX|Shoyu Chicken 170g,GV - FLEX BC,170,866.9185473,22.27725978,2.245813887,71.42,141.08,509.95,13.1,42.01,82.99,1.32,Red,Red
FLX,Shoyu Salmon,R-69236,FLX|Shoyu Salmon|AAD,GV - FLEX BC,400,954.0931723,10.80324476,1.479307864,328.25,1819.59,238.52,2.7,82.06,454.9,0.37,Yellow,Yellow
FLX,Shoyu tofu 150g,R-61958,FLX|Shoyu tofu 150g,GV - FLEX BC,150,292.3029801,1.302449337,0.677662062,2.46,88.5,194.87,0.87,1.64,59,0.45,Yellow,Green
FLX,Shoyu tofu,R-61957,FLX|Shoyu tofu| +1,GV - FLEX BC,300,433.318621,2.046054137,0.945246551,62.85,420.85,144.44,0.68,20.95,140.28,0.32,Green,Green
FLX,Shoyu tofu,R-61956,FLX|Shoyu tofu| +2|AAD,GV - FLEX BC,400,476.8999352,2.355509158,0.986943685,122.43,723.71,119.22,0.59,30.61,180.93,0.25,Green,Green
FLX,Side Naan,R-37051,FLX|Side Naan,GV FLEX GLOBAL BOWL,250,95.76222463,0.83715629,0.125817643,8.64,418.21,38.3,0.33,3.46,167.28,0.05,Green,Green
FLX,side,R-49717,FLX|side|Bread|Garlic,GV FLEX GLOBAL BOWL,28.375,103.2221614,0.905733179,0.126113827,9.14,452.12,363.78,3.19,32.21,1593.37,0.44,Yellow,Yellow
FLX,side,R-62041,FLX|side|Citrus arugula,GV - FLEX BC,60,76.28460367,0.332995918,0.333827551,2.39,106.28,127.14,0.55,3.98,177.13,0.56,Green,Green
FLX,Side,R-61965,FLX|Side|Cornbread,GV - FLEX BC,100.4888889,294.8924755,2.616590482,0.416290234,29.6,1218.86,293.46,2.6,29.46,1212.93,0.41,Yellow,Yellow
FLX,Side,R-36875,FLX|Side|Quinoa Pilaf,GV FLEX GLOBAL BOWL,215,348.9335525,0.831037646,1.284346721,98.41,2010.35,162.29,0.39,45.77,935.05,0.6,Green,Green
FLX,Side,R-53786,FLX|Side|Rice Brown,GV FLEX GLOBAL BOWL,173.097,223.368849,0.455413707,0.205941373,134.08,393.68,129.04,0.26,77.46,227.43,0.12,Green,Green
FLX,Side,R-63846,FLX|Side|Roasted Potato,GV FLEX GLOBAL BOWL,180,104.3184383,1.132769032,0.188805169,1.03,33.35,57.95,0.63,0.57,18.53,0.1,Green,Green
FLX,Soba Noodle & Broccoli,R-43902,FLX|Soba Noodle & Broccoli|NB,GV - FLEX ASIAN NOODLE,295,321.5417774,2.224177227,0.997255788,41.26,1319.83,109,0.75,13.99,447.4,0.34,Green,Green
FLX,Spicy Soy Salmon 100g,R-61967,FLX|Spicy Soy Salmon 100g,GV - FLEX BC,115,744.2055469,10.1758289,1.15610822,224.61,1231.69,647.14,8.85,195.31,1071.03,1.01,Red,Red
FLX,Spicy Soy Salmon+1,R-62035,FLX|Spicy Soy Salmon+1,GV - FLEX BC,270,969.9778746,10.81445084,2.156541383,291.61,1428.36,359.25,4.01,108,529.02,0.8,Yellow,Yellow
FLX,Spicy Soy Salmon+2,R-41086,FLX|Spicy Soy Salmon+2,GV - FLEX BC,425,1195.750202,11.45307277,3.156974546,358.61,1625.03,281.35,2.69,84.38,382.36,0.74,Yellow,Yellow
FLX,Spicy Soy tofu 150g,R-62288,FLX|Spicy Soy tofu 150g,GV - FLEX BC,185,294.8676676,1.534480587,0.681396437,3.17,127.61,159.39,0.83,1.71,68.98,0.37,Green,Green
FLX,Spicy Soy tofu,R-62290,FLX|Spicy Soy tofu|+1,GV - FLEX BC,345,526.9762454,2.186352525,1.687254601,74.12,335.85,152.75,0.63,21.48,97.35,0.49,Green,Green
FLX,Spicy Soy tofu,R-62289,FLX|Spicy Soy tofu|+2,GV - FLEX BC,505,759.0848231,2.838224464,2.693112764,145.06,544.08,150.31,0.56,28.72,107.74,0.53,Green,Green
FLX,Spinach creamed,R-62417,FLX|Spinach creamed,GV - FLEX BC,120,431.9117049,2.86475902,0.603426612,16.96,2028.5,359.93,2.39,14.13,1690.42,0.5,Yellow,Yellow
FLX,Spinach Feta Tart ,R-57379,FLX|Spinach Feta Tart ,GV - FLEX BC,245,322.6174704,3.639236949,0.468092161,52.51,2591.48,131.68,1.49,21.43,1057.75,0.19,Green,Green
FLX,Spinach Feta Tart,R-61951,FLX|Spinach Feta Tart|+1,GV - FLEX BC,400,582.584192,6.254768406,0.903492594,80.18,3957.4,145.65,1.56,20.05,989.35,0.23,Green,Green
FLX,Spinach Feta Tart,R-38665,FLX|Spinach Feta Tart|+2,GV - FLEX BC,565,850.7699238,8.95101573,1.35572716,107.92,5325.45,150.58,1.58,19.1,942.56,0.24,Green,Green
FLX,Spring roll x 1 ,R-62357,FLX|Spring roll x 1 ,GV - FLEX ASIAN NOODLE,34.2,1.0127,0.01135,0,0.25,7.88,2.96,0.03,0.73,23.04,0,Green,Green
FLX,squash roast,R-64038,FLX|squash roast,GV - FLEX BC,230,85.98100147,1.333317742,0.21663902,13.31,482.01,37.38,0.58,5.79,209.57,0.09,Green,Green
FLX,squash roast,R-64037,FLX|squash roast|+1,GV - FLEX BC,360,150.5714451,2.183714506,0.351381927,23.97,641.23,41.83,0.61,6.66,178.12,0.1,Green,Green
FLX,squash roast,R-64036,FLX|squash roast|+2,GV - FLEX BC,490,215.1618887,3.03411127,0.486124834,34.64,800.45,43.91,0.62,7.07,163.36,0.1,Green,Green
FLX,squash roast,R-64035,FLX|squash roast|+3,GV - FLEX BC,620,279.7523324,3.884508034,0.62086774,45.31,959.67,45.12,0.63,7.31,154.79,0.1,Green,Green
FLX,Squash&Poblano Bake,R-70730,FLX|Squash&Poblano Bake|AAD,GV FLEX GLOBAL BOWL,125,255.8350737,1.838358811,0.465768865,15.08,916.74,204.67,1.47,12.06,733.39,0.37,Yellow,Green
FLX,Steamed broccoli,R-62360,FLX|Steamed broccoli,GV - FLEX BC,140,113.0909091,1.436363636,0.418181818,9.91,451.53,80.78,1.03,7.08,322.52,0.3,Green,Green
FLX,steamed Gai-lan,R-62386,FLX|steamed Gai-lan,GV - FLEX BC,120,82.93333333,1.053333333,0.306666667,7.27,331.12,69.11,0.88,6.06,275.93,0.26,Green,Green
FLX,Steamed green beans,R-62389,FLX|Steamed green beans,GV - FLEX BC,140,236.1121555,0.826743878,1.816416327,0,0.02,168.65,0.59,0,0.01,1.3,Green,Green
FLX,Steamed Vegetables,R-44768,FLX|Steamed Vegetables|NB,GV - FLEX ASIAN NOODLE,135,99.45249403,1.409605727,0.357735117,8.51,390.68,73.67,1.04,6.3,289.39,0.26,Green,Green
