Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
FLX,Bao,R-62030,FLX|Bao|mushroom|x2|+2,GV FLEX BAO,507,461.0884005,2.534725087,1.044895112,121.3,885.35,90.94,0.5,23.93,174.63,0.21,Green,Green
FLX,Bao,R-44883,FLX|Bao|Pork Belly|AAD,GV FLEX BAO,251,944.3489373,12.5588821,2.087759846,158.92,4825.71,376.23,5,63.31,1922.59,0.83,Yellow,Red
FLX,Bao,R-62032,FLX|Bao|pork belly|x2|+1,GV FLEX BAO,451,1083.231791,13.31846256,2.363842603,216.28,5157.82,240.18,2.95,47.96,1143.64,0.52,Yellow,Yellow
FLX,Bao,R-62031,FLX|Bao|pork belly|x2|+2,GV FLEX BAO,606,1225.628044,14.13779302,2.650635361,274.13,5508.5,202.25,2.33,45.24,908.99,0.44,Yellow,Yellow
FLX,Bao,R-50124,FLX|Bao|Salmon x 2,GV FLEX BAO,226.1485,721.3894349,9.48868904,1.291523537,194.15,1357.43,318.99,4.2,85.85,600.24,0.57,Yellow,Yellow
FLX,Bao,R-10664,FLX|Bao|Side|Veg Egg Roll,GV FLEX BAO,64.2,3.80139,0.1705875,0.007354,0.75,33.77,5.92,0.27,1.17,52.6,0.01,Green,Green
FLX,BBP,R-51251,FLX|BBP|Add On|Pork Belly,GV FLEX BAO,90,1271.018634,17.06943113,2.688734223,230.06,6901.37,1412.24,18.97,255.62,7668.19,2.99,Red,Red
FLX,BBQ beans,R-65940,FLX|BBQ beans|SIDES,GV - SIDES,140,209.6189384,0.606435638,1.008019007,0.66,28.59,149.73,0.43,0.47,20.42,0.72,Green,Green
FLX,BBQ Ribs 170g and slaw,R-28338,FLX|BBQ Ribs 170g and slaw,GV - FLEX BC,310,2501.616202,32.21032694,5.352992375,431.1,13091.68,806.97,10.39,139.06,4223.12,1.73,Red,Red
FLX,BBQ Ribs+1,R-40749,FLX|BBQ Ribs+1,GV - FLEX BC,430.2444444,2753.871909,33.82184,6.065146995,446.23,13715.4,640.07,7.86,103.72,3187.82,1.41,Red,Red
FLX,BBQ Ribs+2,R-40750,FLX|BBQ Ribs+2,GV - FLEX BC,550.4888889,3006.127616,35.43335306,6.777301615,461.36,14339.12,546.08,6.44,83.81,2604.8,1.23,Red,Red
FLX,Beef and broccoli,R-54263,FLX|Beef and broccoli|SP,SPECIALS,255,3622.927098,28.3417226,10.7949846,237.81,5606.65,1420.76,11.11,93.26,2198.69,4.23,Red,Red
FLX,Beef brisket,R-62376,FLX|Beef brisket| +1,GV - FLEX BC,300,6747.140638,53.74334662,20.0087154,270.96,10824.13,2249.05,17.91,90.32,3608.04,6.67,Red,Red
FLX,Beef brisket,R-61934,FLX|Beef brisket| +3,GV - FLEX BC,505,6917.388466,55.78773365,20.31691747,279.47,10847.06,1369.78,11.05,55.34,2147.93,4.02,Red,Red
FLX,beef brisket,R-61930,FLX|beef brisket| 115g,GV - FLEX BC,220,6696.44845,52.96262902,19.86432806,267.67,10693.99,3043.84,24.07,121.67,4860.9,9.03,Red,Red
FLX,Beef brisket,R-61932,FLX|Beef brisket|AAD ,GV - FLEX BC,295,6728.873359,53.68842657,19.90212384,268.24,10681.55,2280.97,18.2,90.93,3620.86,6.75,Red,Red
FLX,Beef short rib +1,R-61914,FLX|Beef short rib +1,GV - FLEX BC,485,7520.886803,60.55476364,22.76974807,325.23,11317.05,1550.7,12.49,67.06,2333.41,4.69,Red,Red
FLX,Beef Short Rib +2,R-61913,FLX|Beef Short Rib +2,GV - FLEX BC,545,7934.04897,63.02353668,23.34550936,321.28,13176.22,1455.79,11.56,58.95,2417.66,4.28,Red,Red
FLX,Beef Short Rib 150g,R-61915,FLX|Beef Short Rib 150g,GV - FLEX BC,240,7616.279983,60.31874062,22.72071468,304.08,11901.52,3173.45,25.13,126.7,4958.97,9.47,Red,Red
FLX,Beef Short Ribs 150g V2,R-51464,FLX|Beef Short Ribs 150g V2,GV FLEX GLOBAL BOWL,150,7356.850768,58.736167,22.41554823,297.51,10883.65,4904.57,39.16,198.34,7255.77,14.94,Red,Red
FLX,Beef Short Ribs+1 V2,R-51465,FLX|Beef Short Ribs+1 V2,GV FLEX GLOBAL BOWL,285,7520.344313,60.13747623,22.74834951,306.27,11414.83,2638.72,21.1,107.46,4005.2,7.98,Red,Red
FLX,Beef Short Ribs+2 V2,R-51466,FLX|Beef Short Ribs+2 V2,GV FLEX GLOBAL BOWL,420,7656.240575,61.9018594,22.92181497,317.55,12051.61,1822.91,14.74,75.61,2869.43,5.46,Red,Red
FLX,Benny,R-63855,FLX|Benny|Asparagus Mushroom,GV FLEX GLOBAL BOWL,325.0000188,972.2871075,10.38016648,1.907295793,129.37,4237.32,299.17,3.19,39.81,1303.79,0.59,Yellow,Yellow
FLX,Benny,R-62001,FLX|Benny|Classic|AAD,GV FLEX GLOBAL BOWL,235.0000188,806.7106722,9.296940338,1.328490098,120.04,3844.95,343.28,3.96,51.08,1636.15,0.57,Yellow,Yellow
FLX,Benny,R-68110,FLX|Benny|fennel|AAD,GV FLEX GLOBAL BOWL,275.0000188,840.9146281,9.272696757,1.586380307,119.65,3783.54,305.79,3.37,43.51,1375.83,0.58,Yellow,Yellow
FLX,Benny,R-44758,FLX|Benny|Ham|AAD,GV FLEX GLOBAL BOWL,230.0000188,777.827069,9.079041917,1.302347888,118.37,3726.75,338.19,3.95,51.47,1620.33,0.57,Yellow,Yellow
FLX,Benny,R-62000,FLX|Benny|mushroom spin|AAD,GV FLEX GLOBAL BOWL,270.0000188,795.75426,9.342531111,1.356283155,119.94,3794.53,294.72,3.46,44.42,1405.38,0.5,Yellow,Yellow
FLX,Benny,R-62419,FLX|Benny|mushroom spin|x1,GV FLEX GLOBAL BOWL,135.0000094,397.87713,4.671265555,0,59.97,1897.26,294.72,3.46,44.42,1405.38,0,Yellow,Yellow
FLX,Benny,R-62420,FLX|Benny|salmon|x1,GV FLEX GLOBAL BOWL,140.2500094,466.712171,5.600938102,0,82.38,1976.73,332.77,3.99,58.74,1409.43,0,Yellow,Yellow
FLX,Benny,R-62006,FLX|Benny|spinach feta,GV FLEX GLOBAL BOWL,285.0000188,1132.93595,12.71077884,1.769184096,167.45,6173.12,397.52,4.46,58.75,2166.01,0.62,Red,Red
FLX,Benny,R-61999,FLX|Benny|tomato,GV FLEX GLOBAL BOWL,279.0000188,848.3431565,9.881805446,1.310605905,125.76,4189.64,304.07,3.54,45.08,1501.66,0.47,Yellow,Yellow
FLX,Benny,R-62418,FLX|Benny|Tomato|x1,GV FLEX GLOBAL BOWL,139.5000094,424.1715782,4.940902723,0,62.88,2094.82,304.07,3.54,45.08,1501.66,0,Yellow,Yellow
FLX,Beyond Spaghetti,R-55455,FLX|Beyond Spaghetti|PASTA,SPECIALS,418.908875,621.9128057,6.012101064,0.921668204,97.84,4309.45,148.46,1.44,23.36,1028.73,0.22,Green,Green
FLX,Bok-choy,R-62359,FLX|Bok-choy,GV - FLEX ASIAN NOODLE,140,127.896788,1.624412581,0.472930245,11.21,510.64,91.35,1.16,8.01,364.74,0.34,Green,Green
FLX,BPD,R-55304,FLX|BPD||Adobo Chicken plate+1,GV - FLEX BC,550,1347.739984,25.73479102,3.122421947,258.62,909.67,245.04,4.68,47.02,165.39,0.57,Yellow,Yellow
FLX,BPD,R-55305,FLX|BPD||Adobo Chicken plate+2,GV - FLEX BC,805,1707.696559,28.10978114,3.987869643,364.66,1703.35,212.14,3.49,45.3,211.6,0.5,Yellow,Yellow
FLX,BPD,R-57201,FLX|BPD|Add salmon,FOOD,90,585.8588235,8.270588235,0.811764706,185.94,998.05,650.95,9.19,206.6,1108.94,0.9,Red,Red
FLX,BPD,R-56497,FLX|BPD|Adobo Tofu veggie,GV - FLEX BC,430,521.9134973,3.205183954,1.040155928,191.06,1047.21,121.38,0.75,44.43,243.54,0.24,Green,Green
FLX,BPD,R-56867,FLX|BPD|Adobo Tofu veggie +1,GV - FLEX BC,580,697.7613857,4.921997876,1.651745655,200.33,1463.73,120.3,0.85,34.54,252.37,0.28,Green,Green
FLX,BPD,R-56868,FLX|BPD|Adobo Tofu veggie +2,GV - FLEX BC,670,809.5319007,5.958459389,2.016019446,205.22,1681.18,120.83,0.89,30.63,250.92,0.3,Green,Green
FLX,BPD,R-47210,FLX|BPD|Banh Mi Tofu,SPECIALS,365,555.4541307,1.923733832,1.460999961,6.56,184.27,152.18,0.53,1.8,50.48,0.4,Green,Green
FLX,BPD,R-45119,FLX|BPD|Beet Wellington,FOOD,353,412.3698019,2.555931245,1.00758344,37.98,1846.09,116.82,0.72,10.76,522.97,0.29,Green,Green
FLX,BPD,R-57232,FLX|BPD|Beet Wellington|+1,FOOD,463,460.7956487,3.614250104,1.068642917,39.4,1851.44,99.52,0.78,8.51,399.88,0.23,Green,Green
FLX,BPD,R-57234,FLX|BPD|Beet Wellington|+2,FOOD,353,412.3698019,2.555931245,1.00758344,37.98,1846.09,116.82,0.72,10.76,522.97,0.29,Green,Green
FLX,BPD,R-57198,FLX|BPD|Chowder clam,GV - FLEX BC,243,1291.447795,8.64441986,1.460126908,47.19,5513.11,531.46,3.56,19.42,2268.77,0.6,Red,Red
FLX,BPD,R-57400,FLX|BPD|Chowder clam|+1,GV - FLEX BC,353,1634.001391,13.37352555,1.460126908,144.34,6204.43,462.89,3.79,40.89,1757.63,0.41,Red,Red
FLX,BPD,R-57401,FLX|BPD|Chowder clam|+2,GV - FLEX BC,463,1976.554986,18.10263123,1.460126908,241.48,6895.76,426.9,3.91,52.16,1489.37,0.32,Red,Yellow
FLX,BPD,R-57374,FLX|BPD|Crispy potato,FOOD,125,10.40129592,0.00619898,0.028469388,0.02,0.2,8.32,0,0.02,0.16,0.02,Green,Green
FLX,BPD,R-44636,FLX|BPD|Fried Scallion Rice,GV FLEX BAO,213,333.9492909,0.583838838,0.255130544,113.63,334.89,156.78,0.27,53.35,157.23,0.12,Green,Green
FLX,BPD,R-57195,FLX|BPD|Grilled tempeh|add,FOOD,75,182.6818125,0.55425,0.47716875,0.63,3.11,243.58,0.74,0.84,4.15,0.64,Yellow,Green
FLX,BPD,R-57362,FLX|BPD|laksa ADD SIDE,FOOD,240,157.3666266,2.164182355,0.483338435,16.88,701.83,65.57,0.9,7.03,292.43,0.2,Green,Green
FLX,BPD,R-57219,FLX|BPD|Lettuce wrap Tofu|+1,GV - FLEX BC,263.2,407.5194288,1.531407262,0.825546308,69.53,3052.19,154.83,0.58,26.42,1159.65,0.31,Green,Green
FLX,BPD,R-57220,FLX|BPD|Lettuce wrap Tofu|+2,GV - FLEX BC,373.2,901.4371238,1.811701854,0.942210063,152.79,3296.54,241.54,0.49,40.94,883.32,0.25,Yellow,Green
FLX,BPD,R-57215,FLX|BPD|Ltc wrap Chicken|+1,SPECIALS,263.2,992.7092054,18.94660504,2.32304274,186.52,8490.96,377.17,7.2,70.87,3226.05,0.88,Yellow,Red
FLX,BPD,R-57216,FLX|BPD|Ltc wrap Chicken|+2,SPECIALS,373.2,1486.6269,19.22689963,2.439706495,269.78,8735.31,398.35,5.15,72.29,2340.65,0.65,Red,Red
FLX,BPD,R-57197,FLX|BPD|Perogies| +2,GV FLEX GLOBAL BOWL,524.2592593,1893.959729,21.44784642,1.697552828,277.63,11807.06,361.26,4.09,52.96,2252.14,0.32,Yellow,Red
FLX,BPD,R-57196,FLX|BPD|Root vegetales,FOOD,120,147.8351177,3.241926714,0.214879049,6.39,124.34,123.2,2.7,5.32,103.62,0.18,Green,Green
FLX,BPD,R-57208,FLX|BPD|squash stew one pot,GV - FLEX BC,304.625,497.0147371,4.871312464,0.816431464,46.16,2234.41,163.16,1.6,15.15,733.5,0.27,Green,Green
FLX,BPD,R-57211,FLX|BPD|squash stew one pot|+1,GV - FLEX BC,432.125,567.2999603,5.894976506,0.816431464,46.78,2254.39,131.28,1.36,10.83,521.7,0.19,Green,Green
FLX,BPD,R-57212,FLX|BPD|squash stew one pot|+2,GV - FLEX BC,559.625,637.5851834,6.918640548,0.816431464,47.4,2274.37,113.93,1.24,8.47,406.41,0.15,Green,Green
FLX,Broccoli and cauliflower,R-62413,FLX|Broccoli and cauliflower,GV - FLEX BC,30,39.02167154,0.496383395,0.142156685,3.35,152.81,130.07,1.65,11.17,509.37,0.47,Green,Green
FLX,Brown Rice ,R-64093,FLX|Brown Rice ,GV - FLEX BC,180,199.0979485,0.433876267,0.22850231,113.52,333.59,110.61,0.24,63.07,185.33,0.13,Green,Green
FLX,Brown Rice pilaf,R-62385,FLX|Brown Rice pilaf,GV - FLEX BC,180,199.0979485,0.433876267,0.22850231,113.52,333.59,110.61,0.24,63.07,185.33,0.13,Green,Green
FLX,Brussel sprout roasted ,R-62373,FLX|Brussel sprout roasted ,GV - FLEX BC,140,192.8083597,1.633848739,0.754983361,11.27,511.7,137.72,1.17,8.05,365.5,0.54,Green,Green
FLX,Butter chicken +1,R-56775,FLX|Butter chicken +1|AAD,GV FLEX GLOBAL BOWL,471,2053.512063,20.04378287,3.431269342,205.96,5730.09,435.99,4.26,43.73,1216.58,0.73,Red,Red
FLX,Butter chicken +2,R-56776,FLX|Butter chicken +2,GV FLEX GLOBAL BOWL,588,2761.858372,27.38481639,4.322240056,324.79,11790.58,469.7,4.66,55.24,2005.2,0.74,Red,Red
FLX,Butter Chicken,R-44376,FLX|Butter Chicken|275g,GV FLEX GLOBAL BOWL,467,2048.61339,20.15168186,3.425694547,207.05,5762.78,438.68,4.32,44.34,1234,0.73,Red,Red
FLX,Butter tofu +1,R-57264,FLX|Butter tofu +1|AAD,GV FLEX GLOBAL BOWL,318,889.3747378,3.57327015,1.208628548,148.16,2824.75,279.68,1.12,46.59,888.29,0.38,Yellow,Yellow
FLX,Butter tofu +2,R-57265,FLX|Butter tofu +2,GV FLEX GLOBAL BOWL,588,2391.264966,14.51912491,3.297169643,283.38,11766.17,406.68,2.47,48.19,2001.05,0.56,Red,Yellow
FLX,Butter Tofu 275g,R-57262,FLX|Butter Tofu 275g,GV FLEX GLOBAL BOWL,467,1676.880533,7.274539007,2.396237404,165.25,5727.22,359.08,1.56,35.39,1226.39,0.51,Yellow,Yellow
FLX,Cabbage Roll Pomme Anna,R-47464,FLX|Cabbage Roll Pomme Anna,GV-FLEX PLANT FORWARD,490,645.9186379,7.745193347,0,57.72,2788.49,131.82,1.58,11.78,569.08,0,Green,Green
FLX,Cabbage roll savoy,R-47104,FLX|Cabbage roll savoy,GV-FLEX PLANT FORWARD,170,183.9198695,2.348770011,0.593955142,14.46,682.5,108.19,1.38,8.51,401.47,0.35,Green,Green
FLX,Caesar salad,R-62375,FLX|Caesar salad,GV - FLEX BC,130,155.8434661,1.536571147,0.589281867,11.28,519.94,119.88,1.18,8.68,399.95,0.45,Green,Green
FLX,Carrot Noodle,R-51254,FLX|Carrot Noodle|PF,GV-FLEX PLANT FORWARD,106,62.9882098,0.97101643,0.153142268,2.56,104.94,59.42,0.92,2.42,99,0.14,Green,Green
FLX,Carrots and maple,R-62411,FLX|Carrots and maple,GV - FLEX BC,140,127.174777,1.80186065,0.263722862,2.42,9.78,90.84,1.29,1.73,6.99,0.19,Green,Green
FLX,Carrots,R-57392,FLX|Carrots|parsley + butter,GV - FLEX BC,130,176.2985501,2.126675309,0.148956201,12.72,584.81,135.61,1.64,9.78,449.85,0.11,Green,Green
FLX,Cassolet ham 250g,R-57228,FLX|Cassolet ham 250g,GV - FLEX BC,297.3636364,645.48128,7.16619898,1.870349132,89.97,2856.02,217.07,2.41,30.26,960.45,0.63,Yellow,Yellow
FLX,Cassolet ham,R-57229,FLX|Cassolet ham|+1,GV - FLEX BC,442.3636364,940.8957905,9.309295506,2.30101681,100.29,4053.21,212.7,2.1,22.67,916.26,0.52,Yellow,Yellow
FLX,Cassolet ham,R-57230,FLX|Cassolet ham|+2,GV - FLEX BC,567.3636364,1164.325017,10.97493219,2.631113385,107.79,4912.31,205.22,1.93,19,865.81,0.46,Yellow,Yellow
FLX,Cassolet veg 250g,R-53245,FLX|Cassolet veg 250g,GV - FLEX BC,312.3636364,405.6269567,2.343861914,1.450364923,13.3,526.87,129.86,0.75,4.26,168.67,0.46,Green,Green
FLX,Cassolet veg,R-57222,FLX|Cassolet veg|+1,GV - FLEX BC,447.3636364,665.0488251,4.248228521,1.83074705,22.21,1555.02,148.66,0.95,4.96,347.6,0.41,Green,Green
FLX,Cassolet veg,R-57223,FLX|Cassolet veg|+2,GV - FLEX BC,582.3636364,924.4706935,6.152595128,2.211129176,31.11,2583.17,158.74,1.06,5.34,443.57,0.38,Green,Green
FLX,Cauliflower fritters,R-61981,FLX|Cauliflower fritters| +1,GV - FLEX BC,387.25,452.359271,3.439493645,1.486955486,39.01,1329.5,116.81,0.89,10.07,343.32,0.38,Green,Green
FLX,Cauliflower fritters,R-61980,FLX|Cauliflower fritters| +2,GV - FLEX BC,557.25,558.3075255,4.647804604,1.710552389,41.94,1448.18,100.19,0.83,7.53,259.88,0.31,Green,Green
FLX,Cauliflower gratin,R-47105,FLX|Cauliflower gratin|PF ,GV - FLEX BC,225,249.6839718,1.490508433,0.889120786,11.26,531.84,110.97,0.66,5,236.37,0.4,Green,Green
FLX,cauliflower steak 150g,R-61924,FLX|cauliflower steak 150g,GV - FLEX BC,200,316.8503061,1.508709542,1.254656051,17.54,914.34,158.43,0.75,8.77,457.17,0.63,Green,Green
FLX,cauliflower steak,R-61923,FLX|cauliflower steak| +1,GV - FLEX BC,345,447.0981814,2.717850952,1.688182851,32.75,1185.57,129.59,0.79,9.49,343.64,0.49,Green,Green
FLX,Cauliflower steak,R-61922,FLX|Cauliflower steak| +2,GV - FLEX BC,490,577.3460566,3.926992362,2.121709652,47.96,1456.81,117.83,0.8,9.79,297.31,0.43,Green,Green
FLX,Chicken Pot Pie +1,R-56856,FLX|Chicken Pot Pie +1,GV FLEX GLOBAL BOWL,415,818.5897591,11.55613022,1.802018033,72.27,2667.67,197.25,2.78,17.41,642.81,0.43,Yellow,Yellow
FLX,Chicken Pot Pie +2,R-56857,FLX|Chicken Pot Pie +2,GV FLEX GLOBAL BOWL,505,869.7656632,12.37134541,1.93271006,74.69,2745.3,172.23,2.45,14.79,543.62,0.38,Green,Green
FLX,Chicken Soba Noodle,R-45059,FLX|Chicken Soba Noodle,GV - FLEX ASIAN NOODLE,375,878.4559129,17.35875443,2.57398757,89.33,1366.03,234.25,4.63,23.82,364.27,0.69,Yellow,Yellow
FLX,Chicken Souvlaki,R-61948,FLX|Chicken Souvlaki|PLATE,FT HOMESKILLET,326,942.447136,16.09253794,1.910198066,84.24,2389.47,289.09,4.94,25.84,732.97,0.59,Yellow,Yellow
FLX,Chorizo Lasagna,R-65397,FLX|Chorizo Lasagna| +1,GV - FLEX BC,382.1875,1622.570154,18.59630136,3.035299633,267.37,10733.29,424.55,4.87,69.96,2808.38,0.79,Red,Red
FLX,Chorizo Lasagna,R-65396,FLX|Chorizo Lasagna| +2,GV - FLEX BC,461.375,1752.102968,19.81745352,3.392997481,277.58,11219.32,379.76,4.3,60.16,2431.71,0.74,Yellow,Red
FLX,Chorizo Lasagna,R-64996,FLX|Chorizo Lasagna|300g,GV - FLEX BC,303,1493.03734,17.3751492,2.677601786,257.16,10247.25,492.75,5.73,84.87,3381.93,0.88,Red,Red
FLX,Chowder Chowdown,R-54956,FLX|Chowder Chowdown|SP,SPECIALS,330.25,258.1673234,5.747004255,0.184973031,23.16,145.15,78.17,1.74,7.01,43.95,0.06,Green,Green
FLX,Chowder corn 240ml,R-43914,FLX|Chowder corn 240ml,GV - FLEX BC,242,1198.249797,6.676593539,1.33696949,33.73,5090.01,495.14,2.76,13.94,2103.31,0.55,Red,Red
FLX,Chowder corn,R-57203,FLX|Chowder corn|+1,GV - FLEX BC,316.1875,446.4525397,3.348759477,0.716180875,15.19,1541.49,141.2,1.06,4.8,487.52,0.23,Green,Green
FLX,Chowder corn,R-57199,FLX|Chowder corn|+2,GV - FLEX BC,390.375,1400.720326,8.769949852,1.829635014,51.21,5926.74,358.81,2.25,13.12,1518.22,0.47,Yellow,Yellow
FLX,Chowder,R-62292,FLX|Chowder|add salmon ,FOOD,90,527.2729412,7.443529412,0.730588235,167.35,898.24,585.86,8.27,185.94,998.04,0.81,Red,Red
FLX,Coconut steamed rice,R-62390,FLX|Coconut steamed rice,GV FLEX BAO,150,673.5241296,0.382219898,0.159086939,113.54,333.2,449.02,0.25,75.69,222.13,0.11,Red,Green
FLX,coleslaw,R-62392,FLX|coleslaw,GV - FLEX BC,120,95.10497699,0.994651917,0.285977807,5.1,215.04,79.25,0.83,4.25,179.2,0.24,Green,Green
FLX,Corn Tofu Succotash &slaw,R-56630,FLX|Corn Tofu Succotash &slaw,GV - FLEX BC,372,481.8129802,2.702189468,1.582493599,13.88,559.49,129.52,0.73,3.73,150.4,0.43,Green,Green
FLX,corn Tofu succotash,R-61966,FLX|corn Tofu succotash| +1,GV - FLEX BC,492.2444444,729.2764289,4.259087929,2.293542101,28.48,1152.24,148.15,0.87,5.79,234.08,0.47,Green,Green
FLX,Corn Tofu Succotash,R-61085,FLX|Corn Tofu Succotash|+2,GV - FLEX BC,612.4888889,981.5321358,5.870600989,3.005696721,43.61,1775.96,160.25,0.96,7.12,289.96,0.49,Green,Green
FLX,Creamed corn,R-62372,FLX|Creamed corn,GV - FLEX BC,120,344.9582238,2.090894804,0.508562088,10.45,1039.98,287.47,1.74,8.71,866.65,0.42,Yellow,Yellow
FLX,Cucumber sunomono,R-62387,FLX|Cucumber sunomono,GV - FLEX ASIAN NOODLE,120,58.23338362,0.771553524,0.117272076,7.82,283.88,48.53,0.64,6.52,236.57,0.1,Green,Green
FLX,donot,R-62394,FLX|donot,GV - FLEX BC,119.5,207.7794644,0.831128631,0.01071,35.37,1548.61,173.87,0.7,29.6,1295.91,0.01,Green,Green
FLX,donotuse,R-62393,FLX|donotuse,GV - FLEX BC,234,1155.557357,13.72786518,0.01071,274.82,8355.24,493.83,5.87,117.44,3570.62,0,Red,Red
FLX,Eggs Benny,R-48357,FLX|Eggs Benny|Smk Salmon|AAD,GV-FLEX DOD,275.0000188,788.243171,10.08934032,1.378770096,157.33,3564.74,286.63,3.67,57.21,1296.27,0.5,Yellow,Yellow
FLX,Farm greenery ,R-61993,FLX|Farm greenery ,GV - FLEX BC,295,259.8012444,2.293270452,1.029521319,16.9,684.99,88.07,0.78,5.73,232.2,0.35,Green,Green
FLX,Farm greenery,R-61992,FLX|Farm greenery| +1,GV - FLEX BC,415,364.5442707,3.650077514,1.269279837,21.56,852.33,87.84,0.88,5.2,205.38,0.31,Green,Green
FLX,Farm greenery,R-61990,FLX|Farm greenery| +2,GV - FLEX BC,535,469.287297,5.006884576,1.509038355,26.21,1019.66,87.72,0.94,4.9,190.59,0.28,Green,Green
FLX,Fish Fritters,R-61977,FLX|Fish Fritters| +1,GV - FLEX BC,387.25,1564.429729,17.94123669,3.590552239,408.56,6152.37,403.98,4.63,105.5,1588.73,0.93,Red,Red
FLX,Fish Fritters,R-45912,FLX|Fish Fritters|+2,GV - FLEX BC,557.25,1670.377983,19.14954765,3.814149143,411.48,6271.05,299.75,3.44,73.84,1125.36,0.68,Yellow,Yellow
FLX,Fish Fritters,R-61978,FLX|Fish Fritters|160g| AAD,GV - FLEX BC,300.25,1512.710499,17.24057968,3.474953088,405.94,6053.86,503.82,5.74,135.2,2016.27,1.16,Red,Red
FLX,G&G,R-30559,FLX|G&G|Dinner Roll,GV - GRAB & GO,1,1.5225,0.0148,0.00489,0.42,12.82,152.25,1.48,42,1282,0.49,Green,Yellow
FLX,Garlic cheesey toast,R-62369,FLX|Garlic cheesey toast,FOOD,59.625,284.9562787,2.594734841,0.345254408,30.03,1506.64,477.91,4.35,50.36,2526.86,0.58,Red,Red
FLX,Garlic mashed potatoes ,R-62374,FLX|Garlic mashed potatoes ,GV - FLEX BC,150,67.68739083,0.784434081,0.112070239,19.15,30.78,45.12,0.52,12.77,20.52,0.07,Green,Green
FLX,GBL,R-44388,FLX|GBL|Bowl|Morocan Lamb Stew,GV FLEX GLOBAL BOWL,428,3565.935187,20.36854696,12.04488963,80.32,918.24,833.16,4.76,18.77,214.54,2.81,Red,Red
FLX,Ginger Broccoli ,R-62356,FLX|Ginger Broccoli ,GV - FLEX BC,140,115.6554501,1.624733636,0.427077418,10.57,487.61,82.61,1.16,7.55,348.29,0.31,Green,Green
FLX,GLB,R-52040,FLX|GLB|Add on|Sliced Smokey,GV FLEX GLOBAL BOWL,60,620.9368421,8.387368421,1.327578947,114.33,3425.85,1034.89,13.98,190.55,5709.75,2.21,Red,Red
FLX,GLB,R-44750,FLX|GLB|Bowl|Farmers lunch  ,GV FLEX GLOBAL BOWL,398,909.4635058,14.48327203,1.907711297,191.61,1710.62,228.51,3.64,48.14,429.8,0.48,Yellow,Yellow
FLX,GLB,R-54557,FLX|GLB|Garlic Flatbread,GV FLEX GLOBAL BOWL,35.20833333,42.82168858,0.393937308,0.059442624,4.09,191.65,121.62,1.12,11.62,544.33,0.17,Green,Green
FLX,GLB,R-55320,FLX|GLB|Steak & Veg Pot Pie,SPECIALS,411.6666667,543.5553064,4.895012319,1.051015203,48.64,2421.82,132.04,1.19,11.82,588.3,0.26,Green,Green
FLX,GLB,R-55604,FLX|GLB|Turkey Pot Pie,GV FLEX GLOBAL BOWL,325,699.2534621,8.034457877,1.490629414,60.54,2563.39,215.15,2.47,18.63,788.74,0.46,Yellow,Yellow
FLX,Go-mai,R-62358,FLX|Go-mai|broccoli,GV - FLEX ASIAN NOODLE,140,140.6485545,1.534986818,0.433644242,14.09,750.45,100.46,1.1,10.06,536.04,0.31,Green,Green
FLX,Go-mai,R-54346,FLX|Go-mai|broccoli 140g,GV FLEX GLOBAL BOWL,166,285.6034649,1.825373117,0.646624416,80.94,5519.77,172.05,1.1,48.76,3325.16,0.39,Green,Yellow
FLX,Gravy chicken,R-62378,FLX|Gravy chicken,GV - FLEX BC,90,471.7146996,11.28023905,1.144980049,41.53,385.75,524.13,12.53,46.14,428.61,1.27,Red,Red
FLX,Greek Chicken Skewer,R-62029,FLX|Greek Chicken Skewer|+2,GV - FLEX BC,486,1206.523363,18.74842733,2.354015566,111.94,3756.46,248.26,3.86,23.03,772.93,0.48,Yellow,Yellow
FLX,Greek Chicken Skewers(x2),R-32752,FLX|Greek Chicken Skewers(x2),GV - FLEX BC,166,678.3709093,13.43664855,1.466380566,56.54,1022.48,408.66,8.09,34.06,615.95,0.88,Red,Red
FLX,Greek salad feta,R-62380,FLX|Greek salad feta,GV - FLEX BC,150,388.4292813,3.939609016,0.601454737,54.28,2697.95,258.95,2.63,36.19,1798.63,0.4,Yellow,Yellow
FLX,grilled Leeks,R-57210,FLX|grilled Leeks,GV - FLEX BC,75,36.25200796,0.914559051,0.067471773,0.22,6.61,48.34,1.22,0.29,8.81,0.09,Green,Green
FLX,Gyoza,R-57193,FLX|Gyoza|Vegetable,GV - DIM SUM,3,3.0381,0.03405,0,0.75,23.64,101.27,1.14,25,788,0,Green,Green
FLX,hash,R-62379,FLX|hash| squash and tempeh,GV - FLEX BC,225,211.388854,1.991303862,0.54746182,15.87,514.01,93.95,0.89,7.05,228.45,0.24,Green,Green
FLX,Honey glazed carrots,R-62371,FLX|Honey glazed carrots,GV - FLEX BC,120,52.82819649,1.154529664,0.066610339,1.55,5.83,44.02,0.96,1.29,4.86,0.06,Green,Green
