IngredientId,Qty,Uom,Conversion,InvFactor,Recipe,Description,InventoryGroup,CategoryID,GHG_factor
I-42879,1.0,each,1,1.0,R-64311,YERBA MATE UNSWEETENED TERERE,BEVERAGE,55.0,0.0
I-1644,591.0,ml,1,1.0,R-19585,WATER DASANI*591ML,BEVERAGE,55.0,0.0
I-61328,1.0,bottle,1,1.0,R-63861,COKE ZERO VAN 500ML,BEVERAGE,55.0,0.0
I-3327,41.75,ml,1,1.0,R-13177,JELLY GRAPE PURE PORT TFC,FOOD - GROCERY,59.0,0.0
I-1837,1.0,bottle,1,1.0,R-64298,WATER COCONUT*BUDHA,BEVERAGE,55.0,0.0
I-47310,1.0,ea,1,1.0,R-64295,WATER VITAMIN ZERO SQUEEZED,BEVERAGE,55.0,0.0
I-63055,1.0,bottle,1,1.0,R-63534,COKE DIET BLACKBERRY 500ML,BEVERAGE,55.0,0.0
I-33987,1.0,bottle,1,1.0,R-63532,COKE ZERO CHERRY 500ML,BEVERAGE,55.0,0.0
I-47779,1.0,ea,1,1.0,R-55837,WATER SMART 1L ,BEVERAGE,55.0,0.0
I-61295,0.25,CT,1,1.0,R-61299,ALMOND BREEZE CHOC 240 ML,BEVERAGE,55.0,0.0
I-57484,1.0,each,1,1.0,R-56127,AHA WATER SP PEACH HONEY PET  ,BEVERAGE,55.0,0.0
I-56025,1.0,each,1,1.0,R-56130,AHA WATER SP WATERMLN LIME PET,BEVERAGE,55.0,0.0
I-56022,1.0,each,1,1.0,R-56138,WATER SPARKLING BLUEB POM CA,BEVERAGE,55.0,0.0
I-56023,1.0,each,1,1.0,R-56142,AHA WATER SPARKLING PEACH HNY ,BEVERAGE,55.0,0.0
I-64848,1.0,each,1,1.0,R-64855,JUICE ORANGE OASIS 300ML,BEVERAGE,55.0,0.0
I-64479,1.0,each,1,1.0,R-64763,SODA KARMA BERRY,BEVERAGE,55.0,0.0
I-57481,1.0,each,1,1.0,R-58207,AHA WATER SP BLUEB POM PET ,BEVERAGE,55.0,0.0
I-63090,1.0,ea,1,1.0,R-64761,WATER SMART ALKALINE,BEVERAGE,55.0,0.0
I-1054p,0.0,g,1,1.0,P-45695,LID DOME CLR F/ CUP PET 9-20Z,DISPOSABLES,61.0,0.0
I-63017,1.0,ea,1,1.0,R-64760,WATER SMART ANTIOXID,BEVERAGE,55.0,0.0
I-39499,0.0,g,1,1.0,P-36698,LID PLAS OVAL CLEAR DOME,DISPOSABLES,61.0,0.0
I-61294,0.25,CT,1,1.0,R-61300,ALMOND BREEZE VAN UNSWT 240 ML,BEVERAGE,55.0,0.0
I-64328,1.0,each,1,1.0,R-64373,SODA KARMA PEAR,BEVERAGE,55.0,0.0
I-64327,1.0,each,1,1.0,R-64372,SODA KARMA PEACH,BEVERAGE,55.0,0.0
I-2598,89.0,g,1,1.0,P-38314,EGG ROLL VEGETABLE FZN,FOOD - GROCERY,59.0,0.0
I-1037p,0.0,g,1,1.0,P-45695,CUP PLAS CL 9Z PET,DISPOSABLES,61.0,0.0
I-11673,1.0,bottle,1,1.0,R-38722,WATER DASANI SPARKLING BERY,BEVERAGE,55.0,0.0
I-52707,1.0,each,1,1.0,R-53124,WATER SMART SPARKLING STRW ORG,BEVERAGE,55.0,0.0
I-37110,1.0,ea,1,1.0,R-54187,G&G|Salad|Med Chickpea w/sal,PRODUCTION FOOD,59.0,0.0
I-28683,1.0,ea,1,1.0,R-33924,G&G|Pot|Salted Caramel ,PRODUCTION FOOD,59.0,0.0
I-41738,1.0,each,1,1.0,R-41896,JUICE PEACH*SIMPLY 340ml,BEVERAGE,55.0,0.0
I-5168,1.0,pak,1,1.0,R-41927,SPICY SHRIMP MANGO ROLL,SUSHI,59.0,0.0
I-15190,1.0,BAR,1,1.0,R-38214,BAR SOLO-CHOCOLATE CHARGER,CANDIES SNACKS,59.0,0.0
I-41801,1.0,ea,1,1.0,R-42323,BAR KIND BLUEBRY VAN CASHEW ,FOOD - GROCERY,59.0,0.0
I-41802,1.0,ea,1,1.0,R-42326,BAR KIND CASHW RASPBY CHIA,FOOD - GROCERY,59.0,0.0
I-33982,1.0,ea,1,1.0,R-38190,GOLD PEAK UNSWEET TEA,BEVERAGE,55.0,0.0
I-11795,1.0,CT,1,1.0,R-38189,YERBA MATE ENLIGHTEN MINT 458M,BEVERAGE,55.0,0.0
I-31096,1.0,ea,1,1.0,R-38152,WATER VITAMIN SHINE,BEVERAGE,55.0,0.0
I-13969,1.0,CT,1,1.0,R-38148,JUICE APPLE SIMPLY  340ML,BEVERAGE,55.0,0.0
I-11794,1.0,CT,1,1.0,R-38144,YERBA MATE REVEL BERRY 458ML,BEVERAGE,55.0,0.0
I-13968,1.0,ea,1,1.0,R-38142,JUICE ORANGE SIMPLY  340ML,BEVERAGE,55.0,0.0
I-13967,1.0,CT,1,1.0,R-38141,JUICE LEMONADE SIMPLY RASPBERY,BEVERAGE,55.0,0.0
I-1824,1.0,bottle,1,1.0,R-37537,SMOOTHIE EXTREME GREEN PET,BEVERAGE,55.0,0.0
I-33979,1.0,ea,1,1.0,R-34518,GOLD PEAK LEMON TEA,BEVERAGE,55.0,0.0
I-42770,1.0,CT,1,1.0,R-42826,VITA JASMINE TEA UNSWT,BEVERAGE,55.0,0.0
I-1655,1.0,bottle,1,1.0,R-46379,WATER EVIAN 500ML,BEVERAGE,55.0,0.0
I-42769,1.0,CT,1,1.0,R-42827,VITA GREEN TEA UNSWT ,BEVERAGE,55.0,0.0
I-45529,1.0,each,1,1.0,R-45735,G&G|Salad|Super Food w/salm,PRODUCTION FOOD,59.0,0.0
I-31937,0.333,each,1,1.0,R-32115,KOMBUCHA TRADITIONAL,BEVERAGE,55.0,0.0
I-43622,1.0,each,1,1.0,R-45857,KASHI BAR DK CHOC ESPRESSO NUT,FOOD - GROCERY,59.0,0.0
I-43623,1.0,each,1,1.0,R-45858,KASHI BAR CHOC BANANA GRAN NUT,FOOD - GROCERY,59.0,0.0
I-43624,1.0,ea,1,1.0,R-45859,KASHI BAR RASP DK CHOC HZLNUT ,FOOD - GROCERY,59.0,0.0
I-43625,1.0,each,1,1.0,R-45860,KASHI BAR PISTACHIO LEMON FIG,FOOD - GROCERY,59.0,0.0
I-31936,0.333,each,1,1.0,R-32115,KOMBUCHA GREEN TEA & LEMON,BEVERAGE,55.0,0.0
I-1656,1.0,bottle,1,1.0,R-46219,WATER EVIAN 12/1L ,BEVERAGE,55.0,0.0
I-14020,1.0,CT,1,1.0,R-46223,WATER COCONUT ZICO ORIGINAL,BEVERAGE,55.0,0.0
I-45533,1.0,ea,1,1.0,R-46314,G&G|Pot|Matcha Chia,PRODUCTION FOOD,59.0,0.0
I-45531,1.0,each,1,1.0,R-46315,G&G|Pot|Overnight Quinoa,PRODUCTION FOOD,59.0,0.0
I-3505,0.33,PTN,1,1.0,R-46316,SAUCE BBQ PORT,FOOD - GROCERY,58.0,0.0
I-3518,0.34,PTN,1,1.0,R-46316,SAUCE HONEY MUSTARD PORT,FOOD - GROCERY,58.0,0.0
I-35767,1.0,each,1,1.0,R-41684,BAR KIND CHOC/ALMOND SEA SALT,HM SWEET & SAVOURY SNACKS,59.0,0.0
I-37135,1.0,ea,1,1.0,R-38246,G&G|Sand|Casata Falafel,PRODUCTION FOOD,59.0,0.0
I-37137,1.0,ea,1,1.0,R-38247,G&G-Salad Crunchy w/Salmon,PRODUCTION FOOD,59.0,0.0
I-1823,1.0,bottle,1,1.0,R-38309,SMOOTHIE BERRY BLACK/BOYSEN,BEVERAGE,55.0,0.0
I-15191,1.0,BAR,1,1.0,R-38774,BAR SOLO-LEMON ,CANDIES SNACKS,59.0,0.0
I-11792,1.0,CT,1,1.0,R-38881,YERBA MATE CRAN POM 355ML,BEVERAGE,55.0,0.0
I-5169,1.0,CT,1,1.0,R-38889,SPICY CALIFORNIA ROLL 9PC,SUSHI,59.0,0.0
I-37139,1.0,ea,1,1.0,R-38900,G&G-Pot Veggie Crudite,PRODUCTION FOOD,59.0,0.0
I-37141,1.0,ea,1,1.0,R-38907,G&G-Pot Cruchy Raw Root Veg,PRODUCTION FOOD,59.0,0.0
I-32082,1.0,BAR,1,1.0,R-38918,BAR SOLO-WHITE CHOC CHERRY,CANDIES SNACKS,59.0,0.0
I-37125,1.0,ea,1,1.0,R-39326,G&G- HMR Pasta,PRODUCTION FOOD,59.0,0.0
I-15189,1.0,BAR,1,1.0,R-38606,BAR SOLO-PEANUT POWER,CANDIES SNACKS,59.0,0.0
I-15192,1.0,BAR,1,1.0,R-38543,BAR SOLO-DRK CHOC MANDARIN,CANDIES SNACKS,59.0,0.0
I-11671,1.0,bottle,1,1.0,R-38469,WATER DASANI SPARKLING LEMON,BEVERAGE,55.0,0.0
I-11793,1.0,CT,1,1.0,R-38466,YERBA MATE LEMON ELATION 458ML,BEVERAGE,55.0,0.0
I-19968,1.0,BAR,1,1.0,R-38465,BAR SOLO-DRK CHOC COCONUT MINT,CANDIES SNACKS,59.0,0.0
I-37117,1.0,ea,1,1.0,R-38412,G&G-Salad Berries&Quinoa,PRODUCTION FOOD,59.0,0.0
I-52130,1.0,ea,1,1.0,R-38396,G&G|Salad Crunchy Kale,PRODUCTION FOOD,59.0,0.0
I-3124,1.0,PTN,1,1.0,R-40498,BAR CEREAL NUTRIGRAIN STRAWB ,CANDIES SNACKS,59.0,0.0
I-11791,1.0,CT,1,1.0,R-40500,YERBA MATE CLASSIC GOLD 355ML,BEVERAGE,55.0,0.0
I-3122,1.0,CT,1,1.0,R-40505,BAR CEREAL NUTRI GRAIN MX BRY,CANDIES SNACKS,59.0,0.0
I-3123,1.0,PTN,1,1.0,R-40506,BAR CEREAL NUTRIGRAIN BLUEB ,CANDIES SNACKS,59.0,0.0
I-31938,1.0,each,1,1.0,R-40511,KOMBUCHA CHERRY,BEVERAGE,55.0,0.0
I-1671,1.0,bottle,1,1.0,R-40732,WATER SMARTWATER*591ML,BEVERAGE,55.0,0.0
I-37124,1.0,ea,1,1.0,R-40734,G&G|HMR|Chickpea Curry,PRODUCTION FOOD,59.0,0.0
I-28691,1.0,ea,1,1.0,R-38394,G&G|Pot|Tropical Fruit,PRODUCTION FOOD,59.0,0.0
I-33981,1.0,ea,1,1.0,R-38376,GOLD PEAK RASPBERRY TEA,BEVERAGE,55.0,0.0
I-40916,1.0,BAR,1,1.0,R-40925,BAR KIND CHEWY MAP PUMP SD,CANDIES SNACKS,59.0,0.0
I-37111,1.0,ea,1,1.0,R-38345,G&G|Salad|Med Chickpea,PRODUCTION FOOD,59.0,0.0
I-37132,1.0,ea,1,1.0,R-38331,G&G|Sand|Ham & Cheese,PRODUCTION FOOD,59.0,0.0
I-37109,1.0,ea,1,1.0,R-38329,G&G|Salad|Nicoise w/Tofu,PRODUCTION FOOD,59.0,0.0
I-37112,1.0,ea,1,1.0,R-38328,G&G|Salad|Kale Caesar w/Chick,PRODUCTION FOOD,59.0,0.0
I-15193,1.0,BAR,1,1.0,R-38321,BAR SOLO-MOCHA FUDGE,CANDIES SNACKS,59.0,0.0
I-3556,0.33,PTN,1,1.0,R-46316,SAUCE SWEET AND SOUR PORT,FOOD - GROCERY,58.0,0.0
I-43249,1.0,bottle,1,1.0,R-46380,WATER FRUIT 500ML BLACK CHERRY,BEVERAGE,55.0,0.0
I-37129,1.0,ea,1,1.0,R-54006,G&G|Sand|Salmon Salad,PRODUCTION FOOD,59.0,0.0
